,symbol,date,enterpriseValue
0,0001.HK,2019-12-31,168166000000.0
1,0002.HK,2019-12-31,39995000000.0
2,0003.HK,2019-12-31,31632300000.0
3,0004.HK,2019-12-31,8397000000.0
4,0005.HK,2019-12-31,1028631609702.0
5,0006.HK,2019-12-31,80000000.0
6,0007.HK,2019-12-31,57941000.0
7,0008.HK,2019-12-31,48655000000.0
8,0009.HK,2019-12-31,621691000.0
9,0010.HK,2019-12-31,24212000000.0
10,0011.HK,2019-12-31,-84495000000.0
11,0012.HK,2019-12-31,51862000000.0
12,0014.HK,2019-12-31,14102000000.0
13,0016.HK,2019-12-31,116637000000.0
14,0017.HK,2019-12-31,90481200000.0
15,0018.HK,2019-09-30,-639591000.0
16,0019.HK,2019-12-31,35119000000.0
17,0021.HK,2019-12-31,-4670000.0
18,0022.HK,2019-09-30,-19946000.0
19,0023.HK,2019-12-31,-113805000000.0
20,0024.HK,2019-06-30,59487000.0
21,0025.HK,2019-09-30,1003697000.0
22,0026.HK,2019-12-31,-3730360000.0
23,0027.HK,2019-12-31,-8375570000.0
24,0028.HK,2019-12-31,1243993000.0
25,0029.HK,2019-12-31,73328000.0
26,0030.HK,2019-09-30,-31655824.0
27,0031.HK,2019-12-31,294744000.0
28,0032.HK,2019-12-31,1016727000.0
29,0033.HK,2019-12-31,39479000.0
30,0034.HK,2019-12-31,11609346000.0
31,0035.HK,2019-09-30,19379631000.0
32,0036.HK,2019-12-31,337089000.0
33,0037.HK,2019-09-30,24976190.0
34,0038.HK,2019-12-31,2194870634.46
35,0039.HK,2019-12-31,-46138000.0
36,0040.HK,2019-09-30,-77312000.0
37,0041.HK,2019-12-31,16577494000.0
38,0042.HK,2019-12-31,327795390.93000007
39,0043.HK,2019-12-31,139942000.0
40,0045.HK,2019-12-31,5713000000.0
41,0046.HK,2019-12-31,-144881000.0
42,0047.HK,2019-12-31,175088000.0
43,0048.HK,2019-12-31,-2686000.0
44,0050.HK,2019-12-31,-974746000.0
45,0051.HK,2019-12-31,-75000000.0
46,0052.HK,2019-09-30,-636263000.0
47,0053.HK,2019-12-31,3960434000.0
48,0055.HK,2019-12-31,-120394203.0
49,0057.HK,2019-09-30,-754729000.0
50,0058.HK,2019-12-31,-20635000.0
51,0059.HK,2019-12-31,2758066000.0
52,0060.HK,2019-09-30,-163981000.0
53,0061.HK,2019-12-31,-45788000.0
54,0062.HK,2019-12-31,3633191000.0
55,0063.HK,2019-12-31,-1710000.0
56,0064.HK,2019-09-30,-255901000.0
57,0065.HK,2019-12-31,-121644000.0
58,0066.HK,2019-12-31,24152000000.0
59,0068.HK,2019-12-31,40818000.0
60,0069.HK,2019-12-31,4081108000.0
61,0070.HK,2019-12-31,-123909000.0
62,0071.HK,2019-12-31,-5197108000.0
63,0072.HK,2019-12-31,-40792000.0
64,0073.HK,2019-12-31,-10657000.0
65,0075.HK,2019-12-31,-451571000.0
66,0076.HK,2019-12-31,-11282000.0
67,0077.HK,2019-09-30,95428000.0
68,0078.HK,2019-12-31,16311800000.0
69,0079.HK,2019-12-31,75957000.0
70,0080.HK,2019-12-31,70463630.0
71,0081.HK,2019-12-31,2377697000.0
72,0082.HK,2019-12-31,-1967000.0
73,0083.HK,2019-12-31,28610031051.0
74,0084.HK,2019-09-30,-162083000.0
75,0085.HK,2019-12-31,114917000.0
76,0086.HK,2019-12-31,-5693000000.0
77,0087.HK,2019-12-31,35119000000.0
78,0088.HK,2019-09-30,-3382100000.0
79,0089.HK,2019-12-31,1214456000.0
80,0090.HK,2019-12-31,136682000.0
81,0091.HK,2019-12-31,398682000.0
82,0092.HK,2019-12-31,225139000.0
83,0093.HK,2019-09-30,-218914000.0
84,0094.HK,2019-12-31,230287000.0
85,0095.HK,2019-12-31,10502094000.0
86,0096.HK,2019-12-31,-80581000.0
87,0097.HK,2019-12-31,-363000000.0
88,0098.HK,2019-12-31,-113596000.0
89,0099.HK,2019-12-31,1325263000.0
90,0100.HK,2019-12-31,-266988000.0
91,0101.HK,2019-12-31,23673000000.0
92,0102.HK,2019-12-31,-860698000.0
93,0103.HK,2019-12-31,162430000.0
94,0104.HK,2019-09-30,-22534000.0
95,0105.HK,2019-09-30,-526162000.0
96,0106.HK,2019-12-31,112308000.0
97,0107.HK,2019-12-31,17552017905.04
98,0108.HK,2019-12-31,1475232000.0
99,0109.HK,2019-12-31,-1161529000.0
100,0110.HK,2019-12-31,-5032000.0
101,0111.HK,2019-12-31,350508000.0
102,0112.HK,2019-12-31,4639457000.0
103,0113.HK,2019-09-30,-2147226000.0
104,0114.HK,2019-09-30,-76330000.0
105,0116.HK,2019-12-31,-574602000.0
106,0117.HK,2019-12-31,-175257000.0
107,0118.HK,2019-12-31,-251668000.0
108,0119.HK,2019-12-31,21587202000.0
109,0120.HK,2019-12-31,1965200000.0
110,0122.HK,2020-01-31,565078721.4000001
111,0123.HK,2019-12-31,39778092000.0
112,0124.HK,2019-12-31,1135121000.0
113,0125.HK,2019-09-30,-323693000.0
114,0126.HK,2019-09-30,315533000.0
115,0127.HK,2019-12-31,11308981000.0
116,0128.HK,2019-12-31,576096000.0
117,0129.HK,2019-09-30,26162063000.0
118,0130.HK,2019-09-30,-22339000.0
119,0131.HK,2019-12-31,-54895000.0
120,0132.HK,2019-12-31,-28255000.0
121,0133.HK,2019-12-31,-64143034.0
122,0135.HK,2019-12-31,7087000000.0
123,0136.HK,2019-12-31,-1309990000.0
124,0137.HK,2019-12-31,758080000.0
125,0138.HK,2019-12-31,2168000000.0
126,0139.HK,2019-12-31,419673000.0
127,0141.HK,2019-12-31,10227000.0
128,0142.HK,2019-12-31,3831500000.0
129,0143.HK,2019-12-31,17941000.0
130,0144.HK,2019-12-31,22524000000.0
131,0145.HK,2019-12-31,-11076000.0
132,0146.HK,2019-06-30,-60094000.0
133,0147.HK,2019-09-30,-385909000.0
134,0148.HK,2019-12-31,11647392000.0
135,0149.HK,2019-12-31,813742000.0
136,0150.HK,2019-09-30,-42589000.0
137,0151.HK,2019-09-30,-7938528000.0
138,0152.HK,2019-12-31,14257955000.0
139,0153.HK,2019-06-30,-282579000.0
140,0154.HK,2019-12-31,1505036000.0
141,0156.HK,2019-09-30,470308000.0
142,0157.HK,2019-12-31,-135296000.0
143,0158.HK,2019-09-30,-300581000.0
144,0159.HK,2019-12-31,-22262000.0
145,0160.HK,2019-09-30,2489014000.0
146,0162.HK,2019-09-30,1318115000.0
147,0163.HK,2019-09-30,20317445000.0
148,0165.HK,2019-12-31,-7265583000.0
149,0166.HK,2019-12-31,-510562000.0
150,0167.HK,2019-12-31,-18000000.0
151,0168.HK,2019-12-31,56952460890.33626
152,0169.HK,2019-12-31,-2421957000.0
153,0171.HK,2019-12-31,2460602000.0
154,0173.HK,2019-12-31,12041435000.0
155,0174.HK,2019-12-31,-266015000.0
156,0175.HK,2019-12-31,-15132021000.0
157,0176.HK,2019-12-31,206060000.0
158,0177.HK,2019-12-31,64075535125.9
159,0178.HK,2019-09-30,-308723000.0
160,0179.HK,2019-09-30,228193000.0
161,0180.HK,2019-12-31,-95086000.0
162,0181.HK,2019-12-31,-55966829.0
163,0182.HK,2019-12-31,7520014000.0
164,0183.HK,2019-12-31,-154064000.0
165,0184.HK,2019-12-31,-1882873000.0
166,0185.HK,2019-12-31,10427541000.0
167,0186.HK,2019-09-30,-412000000.0
168,0187.HK,2019-12-31,673656501.3
169,0188.HK,2019-12-31,71220000.0
170,0189.HK,2019-12-31,-1523242000.0
171,0190.HK,2019-12-31,266100000.0
172,0191.HK,2020-01-31,19292410670.0
173,0193.HK,2020-01-31,199857300.74
174,0194.HK,2019-12-31,-990096000.0
175,0195.HK,2019-12-31,-157205000.0
176,0196.HK,2019-12-31,1297384000.0
177,0197.HK,2019-12-31,-227407000.0
178,0199.HK,2019-09-30,904322000.0
179,0200.HK,2019-12-31,30079251000.0
180,0201.HK,2019-12-31,183522000.0
181,0202.HK,2019-09-30,652830000.0
182,0204.HK,2019-09-30,36199000.0
183,0205.HK,2019-12-31,-56135000.0
184,0206.HK,2019-12-31,-30860000.0
185,0207.HK,2019-12-31,15495759000.0
186,0208.HK,2019-12-31,1009204000.0
187,0209.HK,2019-12-31,-37389000.0
188,0210.HK,2019-12-31,-182059000.0
189,0211.HK,2019-09-30,-36682000.0
190,0212.HK,2019-12-31,285894000.0
191,0213.HK,2019-09-30,1983027000.0
192,0214.HK,2019-09-30,27998443000.0
193,0215.HK,2019-12-31,-5416000000.0
194,0216.HK,2019-09-30,2718965000.0
195,0217.HK,2019-12-31,-187540000.0
196,0218.HK,2019-12-31,1251898000.0
197,0219.HK,2019-12-31,545506000.0
198,0220.HK,2019-12-31,-3953500000.0
199,0222.HK,2019-12-31,-395790000.0
200,0223.HK,2019-09-30,-11228000.0
201,0224.HK,2019-09-30,634430000.0
202,0225.HK,2019-09-30,-159490000.0
203,0226.HK,2019-09-30,673027000.0
204,0227.HK,2019-12-31,-40500000.0
205,0228.HK,2019-12-31,-116535000.0
206,0229.HK,2019-12-31,-255198000.0
207,0230.HK,2019-12-31,5660954000.0
208,0231.HK,2019-12-31,-241820000.0
209,0232.HK,2019-12-31,-990386000.0
210,0234.HK,2019-09-30,-539241000.0
211,0235.HK,2019-12-31,1326121000.0
212,0236.HK,2019-12-31,-32956000.0
213,0237.HK,2019-09-30,975123000.0
214,0238.HK,2019-06-30,399512000.0
215,0239.HK,2019-12-31,-121480000.0
216,0240.HK,2019-12-31,-1540474000.0
217,0241.HK,2019-09-30,-2658998000.0
218,0242.HK,2019-12-31,-4261479000.0
219,0243.HK,2019-10-31,-77171000.0
220,0244.HK,2019-08-31,9157000.0
221,0245.HK,2019-12-31,-2117233000.0
222,0247.HK,2019-12-31,27830975810.0
223,0248.HK,2019-09-30,-15309000.0
224,0250.HK,2019-12-31,-293838000.0
225,0251.HK,2019-12-31,3876320000.0
226,0252.HK,2019-09-30,81227156.0
227,0253.HK,2019-12-31,541887000.0
228,0255.HK,2019-12-31,-753741000.0
229,0256.HK,2019-12-31,-3100951000.0
230,0257.HK,2019-12-31,30922366000.0
231,0258.HK,2019-12-31,-2857095000.0
232,0259.HK,2019-09-30,-245512000.0
233,0260.HK,2019-12-31,978436000.0
234,0261.HK,2019-12-31,-175000000.0
235,0262.HK,2019-09-30,152653000.0
236,0263.HK,2019-12-31,512935000.0
237,0264.HK,2019-12-31,-15470000.0
238,0265.HK,2019-12-31,-8420000.0
239,0266.HK,2019-09-30,-582809000.0
240,0267.HK,2019-12-31,295646000000.0
241,0268.HK,2019-12-31,-614952000.0
242,0269.HK,2019-09-30,10949731000.0
243,0270.HK,2019-12-31,-2227951000.0
244,0271.HK,2019-12-31,-217031000.0
245,0272.HK,2019-12-31,21312000000.0
246,0273.HK,2019-12-31,-2360435000.0
247,0274.HK,2019-12-31,130439000.0
248,0276.HK,2019-09-30,-20236000.0
249,0277.HK,2019-09-30,181069000.0
250,0278.HK,2019-09-30,-320417336.0
251,0279.HK,2019-09-30,162934000.0
252,0280.HK,2019-09-30,-179694000.0
253,0281.HK,2019-12-31,-866214000.0
254,0282.HK,2019-09-30,145776000.0
255,0285.HK,2019-12-31,158517000.0
256,0286.HK,2019-12-31,529725000.0
257,0287.HK,2019-09-30,31872000.0
258,0288.HK,2019-12-31,2916000000.0
259,0289.HK,2019-12-31,-2097127000.0
260,0290.HK,2019-09-30,-1167000.0
261,0291.HK,2019-12-31,-2340000000.0
262,0292.HK,2019-09-30,11049496000.0
263,0293.HK,2019-12-31,40236000000.0
264,0294.HK,2019-09-30,-286056000.0
265,0295.HK,2019-12-31,8416383000.0
266,0296.HK,2019-09-30,-1125929000.0
267,0297.HK,2019-12-31,-631498000.0
268,0298.HK,2019-09-30,1173756000.0
269,0299.HK,2019-12-31,3290522000.0
270,02M.DE,2019-12-31,11568005600.0
271,0301.HK,2019-12-31,37295000.0
272,0302.HK,2019-12-31,-771090000.0
273,0303.HK,2019-09-30,-102500000.0
274,0305.HK,2019-12-31,-96861000.0
275,0306.HK,2019-09-30,333294000.0
276,0308.HK,2019-12-31,-3141144000.0
277,0309.HK,2019-09-30,-71908000.0
278,0310.HK,2019-12-31,79652000.0
279,0311.HK,2019-12-31,-62757000.0
280,0312.HK,2019-12-31,475847000.0
281,0313.HK,2019-09-30,268684000.0
282,0315.HK,2019-12-31,342129000.0
283,0316.HK,2019-12-31,-2225620000.0
284,0317.HK,2019-12-31,8480359.890000343
285,0318.HK,2019-10-31,-4103000.0
286,0320.HK,2019-09-30,-369652000.0
287,0321.HK,2019-09-30,-2092195000.0
288,0322.HK,2019-12-31,-12477479000.0
289,0323.HK,2019-12-31,22743352508.04
290,0326.HK,2019-12-31,-154253000.0
291,0327.HK,2019-12-31,-3209152000.0
292,0328.HK,2019-09-30,-44989000.0
293,0329.HK,2019-12-31,526673000.0
294,0330.HK,2019-12-31,-2740000000.0
295,0331.HK,2019-12-31,60142000.0
296,0332.HK,2019-09-30,-7891000.0
297,0333.HK,2019-12-31,-72331000.0
298,0334.HK,2019-12-31,-76556000.0
299,0335.HK,2019-09-30,-91324000.0
300,0336.HK,2019-12-31,2025099000.0
301,0337.HK,2019-12-31,924900000.0
302,0338.HK,2019-12-31,-1081269000.0
303,0339.HK,2019-12-31,-23308357.0
304,0340.HK,2019-12-31,22168000.0
305,0341.HK,2019-09-30,-530720000.0
306,0342.HK,2019-12-31,-915546000.0
307,0343.HK,2019-09-30,-144392000.0
308,0345.HK,2019-09-30,-848845000.0
309,0346.HK,2019-12-31,-27304000.0
310,0347.HK,2019-12-31,30305250000.000004
311,0348.HK,2019-09-30,113837000.0
312,0351.HK,2019-12-31,39349000.0
313,0352.HK,2019-12-31,7383000.0
314,0353.HK,2019-12-31,111503000.0
315,0354.HK,2019-12-31,-1598069000.0
316,0356.HK,2019-12-31,-35653786.0
317,0357.HK,2019-12-31,-1511749849.0
318,0358.HK,2019-12-31,23944999014.6
319,0359.HK,2019-12-31,2007823000.0
320,0360.HK,2019-12-31,-64697000.0
321,0361.HK,2019-12-31,-57176000.0
322,0362.HK,2019-12-31,950440000.0
323,0363.HK,2019-12-31,8018154000.0
324,0365.HK,2019-12-31,244143000.0
325,0366.HK,2019-12-31,-380998000.0
326,0367.HK,2019-09-30,4394230000.0
327,0369.HK,2019-12-31,3171600000.0
328,0370.HK,2019-12-31,-96164000.0
329,0371.HK,2019-12-31,37036890000.0
330,0372.HK,2019-09-30,101260000.0
331,0373.HK,2019-12-31,-6999700000.0
332,0374.HK,2019-09-30,-458301000.0
333,0375.HK,2019-09-30,-219781000.0
334,0376.HK,2019-12-31,16622946000.0
335,0377.HK,2019-12-31,6507668000.0
336,0378.HK,2019-09-30,-6646000.0
337,0379.HK,2019-12-31,78823000.0
338,0380.HK,2019-12-31,-154961000.0
339,0382.HK,2019-08-31,-709954000.0
340,0383.HK,2019-12-31,-252699000.0
341,0384.HK,2019-09-30,12687055000.0
342,0385.HK,2019-12-31,-647827000.0
343,0386.HK,2019-12-31,82279000000.0
344,0387.HK,2019-12-31,3927000.0
345,0388.HK,2019-12-31,-127732000000.0
346,0389.HK,2019-12-31,-201434000.0
347,0390.HK,2019-12-31,72214981431.38998
348,0391.HK,2019-09-30,8623000.0
349,0392.HK,2019-12-31,29874363000.0
350,0393.HK,2019-12-31,-60242000.0
351,0395.HK,2019-12-31,-226374000.0
352,0396.HK,2019-12-31,-59749000.0
353,0397.HK,2019-12-31,-111215000.0
354,0398.HK,2019-09-30,-1106810000.0
355,0399.HK,2019-09-30,725456000.0
356,0400.HK,2019-12-31,-119865000.0
357,0401.HK,2019-09-30,-28074000.0
358,0403.HK,2019-09-30,-186862000.0
359,0405.HK,2019-12-31,9738181000.0
360,0406.HK,2019-09-30,748601000.0
361,0408.HK,2019-12-31,219450000.0
362,0410.HK,2019-12-31,16382425000.0
363,0411.HK,2019-12-31,-1377996000.0
364,0412.HK,2019-12-31,1995485000.0
365,0413.HK,2019-12-31,888962000.0
366,0416.HK,2019-12-31,-119100495000.0
367,0417.HK,2019-09-30,530444000.0
368,0418.HK,2019-12-31,-553303000.0
369,0419.HK,2019-12-31,-198248000.0
370,0420.HK,2019-12-31,-782894000.0
371,0422.HK,2019-12-31,-52028047.0
372,0423.HK,2019-09-30,-30032000.0
373,0425.HK,2019-12-31,-5430587000.0
374,0426.HK,2019-09-30,-16457000.0
375,0428.HK,2019-12-31,47939000.0
376,0430.HK,2019-12-31,360199000.0
377,0431.HK,2019-12-31,-136818000.0
378,0432.HK,2019-12-31,5999000000.0
379,0433.HK,2019-12-31,506212000.0
380,0434.HK,2019-06-30,1112068160.0
381,0435.HK,2019-12-31,2816837000.0
382,0436.HK,2019-12-31,-176766000.0
383,0438.HK,2019-12-31,-270263375.03
384,0439.HK,2019-12-31,-87899000.0
385,0440.HK,2019-12-31,-24777974000.0
386,0442.HK,2019-09-30,137741000.0
387,0444.HK,2019-09-30,-46775000.0
388,0449.HK,2019-06-30,-65841000.0
389,0450.HK,2019-12-31,-966293000.0
390,0451.HK,2019-12-31,22725337000.0
391,0455.HK,2019-09-30,-343477749.0
392,0456.HK,2019-12-31,393452000.0
393,0458.HK,2019-12-31,-250944000.0
394,0459.HK,2019-12-31,-221803000.0
395,0460.HK,2019-12-31,-4959807000.0
396,0464.HK,2019-09-30,-49928000.0
397,0465.HK,2019-12-31,-374969000.0
398,0467.HK,2019-12-31,1198445000.0
399,0468.HK,2019-12-31,-541289000.0
400,0471.HK,2019-12-31,47431000.0
401,0472.HK,2019-12-31,1115981000.0
402,0474.HK,2019-09-30,3138304000.0
403,0475.HK,2019-09-30,74054000.0
404,0476.HK,2019-09-30,-130516000.0
405,0479.HK,2019-12-31,46620000.0
406,0480.HK,2019-09-30,-962100000.0
407,0482.HK,2019-12-31,-55272000.0
408,0483.HK,2019-09-30,-136525000.0
409,0484.HK,2019-12-31,-228000000.0
410,0485.HK,2019-09-30,24690000.0
411,0486.HK,2019-12-31,64139316772.84
412,0487.HK,2019-12-31,-98752000.0
413,0488.HK,2020-01-31,21113869800.0
414,0489.HK,2019-12-31,17518000000.0
415,0493.HK,2019-12-31,810128000.0
416,0495.HK,2019-12-31,-202397000.0
417,0496.HK,2019-12-31,388532000.0
418,0497.HK,2019-09-30,5367409000.0
419,0498.HK,2019-09-30,295346000.0
420,0499.HK,2019-09-30,350907000.0
421,0500.HK,2019-12-31,-353503000.0
422,0503.HK,2019-12-31,-20363000.0
423,0505.HK,2019-12-31,-6032000.0
424,0506.HK,2019-12-31,-815353000.0
425,0508.HK,2019-09-30,765848000.0
426,0509.HK,2019-12-31,-278190000.0
427,0510.HK,2019-12-31,-186528000.0
428,0511.HK,2019-12-31,1031802000.0
429,0512.HK,2019-12-31,75312000.0
430,0513.HK,2019-12-31,-530032000.0
431,0515.HK,2019-12-31,-22433000.0
432,0517.HK,2019-12-31,-6314159000.0
433,0518.HK,2019-09-30,-124171000.0
434,0519.HK,2019-12-31,385377000.0
435,0520.HK,2019-12-31,-713896000.0
436,0521.HK,2019-12-31,863646000.0
437,0522.HK,2019-12-31,44382113086.522
438,0524.HK,2019-12-31,-5101000.0
439,0525.HK,2019-12-31,-1562334000.0
440,0526.HK,2019-09-30,1577985000.0
441,0527.HK,2019-12-31,913882000.0
442,0528.HK,2019-12-31,-75598000.0
443,0529.HK,2019-12-31,857563000.0
444,0530.HK,2019-12-31,4267774000.0
445,0531.HK,2019-12-31,67820000.0
446,0532.HK,2019-12-31,-404189000.0
447,0533.HK,2019-12-31,436337000.0
448,0535.HK,2019-12-31,1826580000.0
449,0536.HK,2019-12-31,-80422000.0
450,0538.HK,2019-12-31,-1657878000.0
451,0539.HK,2019-09-30,184257000.0
452,0540.HK,2019-12-31,-169775000.0
453,0542.HK,2019-12-31,506271000.0
454,0543.HK,2019-12-31,-423842000.0
455,0544.HK,2019-12-31,-17966000.0
456,0546.HK,2019-12-31,628211000.0
457,0547.HK,2019-12-31,-105918000.0
458,0548.HK,2019-12-31,33444768636.61
459,0550.HK,2019-12-31,-100177000.0
460,0551.HK,2019-12-31,399694000.0
461,0552.HK,2019-12-31,-14652940000.0
462,0553.HK,2019-12-31,3315719580.6399994
463,0554.HK,2019-12-31,-322032000.0
464,0555.HK,2018-06-30,-457785000.0
465,0556.HK,2019-12-31,-1181768000.0
466,0557.HK,2019-12-31,-9881000.0
467,0558.HK,2019-09-30,-271902000.0
468,0559.HK,2019-12-31,-181500000.0
469,0560.HK,2019-12-31,-319134000.0
470,0563.HK,2019-12-31,2177518000.0
471,0564.HK,2019-12-31,6057734216.959999
472,0565.HK,2019-12-31,441108000.0
473,0567.HK,2019-09-30,-43808000.0
474,0568.HK,2019-12-31,307452787.9700001
475,0570.HK,2019-12-31,-4269392000.0
476,0571.HK,2020-01-31,8984003965.84
477,0572.HK,2019-12-31,15364000.0
478,0573.HK,2019-12-31,-634815000.0
479,0574.HK,2019-12-31,48018000.0
480,0575.HK,2019-12-31,9340000.0
481,0576.HK,2019-12-31,54661565500.0
482,0577.HK,2019-09-30,515275000.0
483,0578.HK,2019-12-31,41331000.0
484,0579.HK,2019-12-31,12103020000.0
485,0580.HK,2019-12-31,-573748000.0
486,0581.HK,2019-12-31,2301369000.0
487,0582.HK,2019-12-31,1312373000.0
488,0583.HK,2019-12-31,4563464000.0
489,0585.HK,2019-12-31,349595000.0
490,0586.HK,2019-12-31,3475701000.0
491,0588.HK,2019-12-31,8885416105.85
492,0590.HK,2019-09-30,-2503903000.0
493,0592.HK,2019-12-31,-261239000.0
494,0593.HK,2019-12-31,2306441000.0
495,0595.HK,2019-09-30,6368000.0
496,0596.HK,2019-12-31,-795589000.0
497,0598.HK,2019-12-31,8363066872.170001
498,0599.HK,2019-09-30,-79750000.0
499,0600.HK,2019-12-31,-2024000.0
500,0601.HK,2019-12-31,-83136000.0
501,0602.HK,2019-12-31,-117737000.0
502,0603.HK,2019-12-31,3212018000.0
503,0604.HK,2019-12-31,6240835000.0
504,0605.HK,2019-12-31,-424114000.0
505,0607.HK,2019-12-31,4907709000.0
506,0608.HK,2019-12-31,226275000.0
507,0609.HK,2019-12-31,-164505000.0
508,0610.HK,2019-12-31,-1390893000.0
509,0611.HK,2019-12-31,336166000.0
510,0612.HK,2019-12-31,-208064749.0
511,0613.HK,2019-12-31,-232254000.0
512,0616.HK,2019-09-30,522572000.0
513,0617.HK,2019-12-31,19131200000.0
514,0618.HK,2019-12-31,-1298898000.0
515,0619.HK,2019-12-31,475819000.0
516,0620.HK,2019-12-31,-350066000.0
517,0621.HK,2019-09-30,-206103000.0
518,0622.HK,2019-12-31,1436153000.0
519,0623.HK,2019-12-31,-553041000.0
520,0626.HK,2019-12-31,-5976977000.0
521,0628.HK,2019-12-31,-316759000.0
522,0629.HK,2019-12-31,140812000.0
523,0630.HK,2019-12-31,32655000.0
524,0631.HK,2019-12-31,2920424000.0
525,0632.HK,2019-12-31,-53889000.0
526,0633.HK,2019-12-31,9674000.0
527,0635.HK,2019-12-31,-1238199000.0
528,0636.HK,2019-12-31,1041274000.0
529,0637.HK,2019-09-30,-281526000.0
530,0638.HK,2019-09-30,-23427000.0
531,0639.HK,2019-12-31,-2430382000.0
532,0640.HK,2019-09-30,-75485000.0
533,0641.HK,2019-12-31,-331820000.0
534,0643.HK,2019-12-31,-45423000.0
535,0646.HK,2019-12-31,110907000.0
536,0650.HK,2019-09-30,-1262521000.0
537,0651.HK,2019-12-31,-562000.0
538,0653.HK,2019-12-31,129978000.0
539,0655.HK,2019-09-30,322644000.0
540,0656.HK,2019-12-31,103501202000.0
541,0657.HK,2019-09-30,56160000.0
542,0658.HK,2019-12-31,1180514000.0
543,0659.HK,2019-12-31,26132300000.0
544,0660.HK,2019-12-31,38199000.0
545,0661.HK,2019-12-31,3847936000.0
546,0662.HK,2019-12-31,2534864000.0
547,0663.HK,2019-12-31,-139478000.0
548,0665.HK,2019-12-31,-4269608000.0
549,0666.HK,2019-12-31,-86132000.0
550,0667.HK,2019-12-31,-1523840000.0
551,0668.HK,2019-12-31,-5965000.0
552,0669.HK,2019-12-31,344340000.0
553,0670.HK,2019-12-31,96134479756.96
554,0672.HK,2019-12-31,1655936000.0
555,0673.HK,2019-09-30,-22029000.0
556,0674.HK,2019-09-30,-106506249.0
557,0675.HK,2019-12-31,-49660262.0
558,0676.HK,2019-12-31,-11954000.0
559,0677.HK,2019-09-30,10481000.0
560,0678.HK,2019-12-31,1927950000.0
561,0679.HK,2019-12-31,-104094000.0
562,0680.HK,2019-12-31,2943085000.0
563,0681.HK,2019-09-30,-381926000.0
564,0682.HK,2019-12-31,-79994000.0
565,0683.HK,2019-12-31,19310341000.0
566,0684.HK,2019-09-30,-94282000.0
567,0685.HK,2019-12-31,684239946.04
568,0686.HK,2019-12-31,10480000000.0
569,0687.HK,2019-12-31,-2829204000.0
570,0688.HK,2019-12-31,95874336000.0
571,0689.HK,2019-12-31,-36537000.0
572,0690.HK,2019-12-31,-45198000.0
573,0691.HK,2019-12-31,884821000.0
574,0693.HK,2019-12-31,80870000.0
575,0694.HK,2019-12-31,3409000.0
576,0695.HK,2019-12-31,-32646000.0
577,0696.HK,2019-12-31,-1443454000.0
578,0697.HK,2019-12-31,-2530021000.0
579,0698.HK,2019-12-31,39663000.0
580,0699.HK,2019-12-31,3107537000.0
581,0700.HK,2019-12-31,69694000000.0
582,0701.HK,2019-12-31,-465374000.0
583,0702.HK,2019-12-31,496468000.0
584,0703.HK,2019-12-31,55221000.0
585,0704.HK,2019-12-31,179161000.0
586,0706.HK,2019-06-30,-45259000.0
587,0707.HK,2019-12-31,117374000.0
588,0708.HK,2019-12-31,56927877000.0
589,0709.HK,2019-12-31,-1059000000.0
590,0710.HK,2019-12-31,-1527430000.0
591,0711.HK,2019-09-30,166648000.0
592,0712.HK,2019-12-31,81644000.0
593,0713.HK,2019-12-31,-40769000.0
594,0715.HK,2019-12-31,10488099000.0
595,0716.HK,2019-12-31,-119032000.0
596,0717.HK,2019-09-30,441132000.0
597,0718.HK,2019-12-31,-550128000.0
598,0719.HK,2019-12-31,2220009900.31
599,0720.HK,2019-12-31,-104014000.0
600,0721.HK,2019-12-31,322753000.0
601,0722.HK,2019-12-31,-206457000.0
602,0724.HK,2019-12-31,113989000.0
603,0725.HK,2019-12-31,-36548000.0
604,0726.HK,2019-12-31,40662000.0
605,0727.HK,2019-09-30,462651000.0
606,0728.HK,2019-12-31,274719902310.41
607,0730.HK,2019-12-31,-344861000.0
608,0731.HK,2019-09-30,507525000.0
609,0732.HK,2019-12-31,477117000.0
610,0733.HK,2019-12-31,-2124231000.0
611,0736.HK,2019-09-30,123576000.0
612,0737.HK,2019-12-31,-49785000.0
613,0738.HK,2019-08-31,-418042000.0
614,0743.HK,2019-12-31,-6498482000.0
615,0745.HK,2019-09-30,18517000.0
616,0746.HK,2019-12-31,664510000.0
617,0747.HK,2019-12-31,-7627000.0
618,0750.HK,2019-12-31,3274920000.0
619,0751.HK,2019-12-31,-2707000000.0
620,0752.HK,2019-10-31,-924368000.0
621,0753.HK,2019-12-31,117146940421.86
622,0754.HK,2019-12-31,38853836000.0
623,0755.HK,2019-12-31,2519110000.0
624,0756.HK,2019-12-31,36312000.0
625,0757.HK,2019-12-31,-267529000.0
626,0758.HK,2019-12-31,-16003000.0
627,0759.HK,2019-10-31,-52660000.0
628,0760.HK,2019-12-31,228473000.0
629,0762.HK,2019-12-31,-22079000000.0
630,0763.HK,2019-12-31,-281615000.0
631,0764.HK,2019-12-31,100265000.0
632,0765.HK,2019-12-31,-70403000.0
633,0766.HK,2019-09-30,-42107000.0
634,0767.HK,2019-12-31,-154958000.0
635,0768.HK,2019-09-30,85275000.0
636,0769.HK,2019-12-31,-1478953000.0
637,0771.HK,2019-12-31,-456058000.0
638,0772.HK,2019-12-31,-4692413000.0
