,symbol,date,enterpriseValue
3424,AMTX,2019-12-31,218842100.0
3425,AMTY,2019-12-31,689873.34
3426,AMUN.PA,2019-12-31,-47783000.0
3427,AMWD,2020-01-31,2411672333.55
3428,AMWL,2019-12-31,-101962808.7
3429,AMX,2019-06-30,60653320000.0
3430,AMX.AX,2019-12-31,187999000.0
3431,AMYT.L,2019-12-31,19426353584.0
3432,AMZ.DE,2019-12-31,835761411904.0
3433,AMZN,2019-12-31,903850640000.0
3434,AMZN.SW,2019-12-31,981592000000.0
3435,AN,2019-12-31,10048641000.0
3436,ANA.AX,2019-12-31,16108421.879999999
3437,ANAB,2019-12-31,271610500.0
3438,ANANTRAJ.NS,2019-09-30,47136608094.91522
3439,ANAT,2019-12-31,2813867106.208
3440,ANCB,2018-09-30,19354069.540000007
3441,ANCN,2019-12-31,35480092.8
3442,ANCR.L,2019-12-31,15263000.0
3443,ANCX,2018-12-31,659319451.5799999
3444,AND.AS,2019-12-31,8030165.2
3445,AND.TO,2019-12-31,759722962.4
3446,ANDA,2019-12-31,35684813.5
3447,ANDAR,2019-12-31,-345497065.3
3448,ANDAU,2019-12-31,-352254.0
3449,ANDE,2019-12-31,1972579633.245
3450,ANDHRACEMT.NS,2019-09-30,6777067010.2
3451,ANDHRAPAP.NS,2019-09-30,15577112792.620098
3452,ANDHRSUGAR.NS,2019-09-30,10966956908.235146
3453,ANDR,2019-12-31,2853818.14
3454,ANDX,2019-03-31,5096000000.0
3455,ANET,2019-12-31,14417287000.0
3456,ANF,2020-02-01,678345828.316
3457,ANFC,2019-12-31,9493788.0
3458,ANFI,2018-09-30,64396347.0
3459,ANG.AX,2019-12-31,127263641.2
3460,ANG.L,2020-01-31,4323695531.0
3461,ANGI,2019-12-31,4100726970.0000005
3462,ANGO,2019-11-30,542690040.0
3463,ANGS.L,2019-09-30,-3419000.0
3464,ANH,2019-12-31,959798960.0
3465,ANIC.L,2019-12-31,4065765.0
3466,ANII.L,2019-09-30,-4760000.0
3467,ANIK,2019-12-31,582955000.0
3468,ANIKINDS.NS,2019-09-30,1135825500.0
3469,ANIP,2019-12-31,856426620.0
3470,ANIX,2020-01-31,70676899.1
3471,ANKITMETAL.NS,2019-09-30,4425573739.0
3472,ANL.AX,2019-12-31,8301286.0
3473,ANL.DE,2020-02-01,42560654270.944
3474,ANN.AX,2019-12-31,4077107529.01052
3475,ANO.AX,2019-12-31,355845095.2
3476,ANP.AX,2019-12-31,33070920.0
3477,ANP.L,2019-12-31,-13454000.0
3478,ANPC,2019-12-31,4660000.0
3479,ANR.AX,2019-12-31,8078814.0
3480,ANS.AX,2019-12-31,85464763.39
3481,ANSALAPI.NS,2019-09-30,7586094623.8
3482,ANSALHSG.NS,2019-09-30,1737480119.7
3483,ANSS,2019-12-31,21553393030.000004
3484,ANSU,2019-12-31,1066964.5
3485,ANTA.PA,2019-12-31,-161300000.0
3486,ANTE,2019-12-31,26904960.0
3487,ANTH,2018-03-31,-1138903.2554000001
3488,ANTM,2019-12-31,91538080033.90784
3489,ANTO.L,2019-12-31,2747800000.0
3490,ANUP.NS,2019-09-30,4792939572.877086
3491,ANVS,2019-12-31,66145911.4
3492,ANVV,2019-12-31,1289057.4
3493,ANW.AX,2019-12-31,6424296.91
3494,ANW.L,2019-08-31,-1492000.0
3495,ANX.L,2019-12-31,-2270000.0
3496,ANX.TO,2019-12-31,34334195.5
3497,ANY,2019-12-31,3111617.7600000002
3498,ANZ.AX,2019-09-30,68729000000.0
3499,AO.L,2019-09-30,-1400000.0
3500,AO1.AX,2019-12-31,2068844.6600000001
3501,AOA.AX,2019-12-31,636648.6799999999
3502,AOBC,2020-01-31,718243480.0
3503,AOF.AX,2019-12-31,671898734.5
3504,AOF.DE,2019-12-31,1134721570.0
3505,AOF.L,2019-12-31,-103067.0
3506,AOGL.L,2019-12-31,39000.0
3507,AOI.TO,2019-12-31,222717273.01999998
3508,AOMD.DE,2019-09-30,-1716000000.0
3509,AON,2019-12-31,55851241343.100006
3510,AON.AX,2019-12-31,2740967.0199999996
3511,AOP.AX,2019-12-31,42995003.0
3512,AOS,2019-12-31,7645373714.748592
3513,AOSL,2019-12-31,326516620.0
3514,AOT.TO,2019-12-31,253809834.07
3515,AOU.AX,2019-12-31,6668139.149999999
3516,AOX.DE,2019-12-31,4544800698.0
3517,AOX.SW,2019-12-31,4425513110.08
3518,AOXY,2019-12-31,423545.29500000004
3519,AP,2019-12-31,101991560.0
3520,AP-UN.TO,2019-12-31,8320737979.44
3521,APA,2019-12-31,17966430000.0
3522,APA.AX,2019-12-31,22769267400.0
3523,APAM,2019-12-31,1726421000.0
3524,APAM.AS,2019-12-31,2234554160.0
3525,APARINDS.NS,2019-09-30,21331000830.244686
3526,APAX.L,2019-12-31,-3277000.0
3527,APC,2019-06-30,51592890000.0
3528,APC.AX,2019-12-31,38953876.74
3529,APCL.NS,2019-09-30,3895190449.789006
3530,APCOTEXIND.NS,2019-09-30,10398883320.038574
3531,APCX,2019-12-31,57781826.300000004
3532,APD,2019-12-31,52844392104.5
3533,APD.AX,2019-12-31,177841250.0
3534,APDN,2019-12-31,2790964.16
3535,APE.AX,2019-12-31,287713000.0
3536,APEI,2019-12-31,218490810.0
3537,APEN,2019-12-31,82794199.75
3538,APEX,2020-02-01,92717800.0
3539,APEX.NS,2019-09-30,7901280196.103418
3540,APF.L,2019-12-31,28991000.0
3541,APG.AX,2019-12-31,3596290.0
3542,APGN.IR,2019-12-31,575876000.0
3543,APGN.L,2019-12-31,575876000.0
3544,APGN.SW,2019-12-31,-41762000.0
3545,APH,2019-12-31,34881456891.6
3546,APH.AX,2019-12-31,5406108.399999999
3547,APH.L,2019-12-31,59210000.0
3548,APHA,2019-11-30,1194875462.8
3549,APHA.TO,2019-11-30,1576606934.93
3550,APHB,2019-03-31,-5535000.0
3551,APHE,2019-12-31,78711449.60000001
3552,API,2019-12-31,9010222027.0
3553,API.AX,2019-08-31,139272000.0
3554,APL.AX,2019-12-31,498373151.0
3555,APLAPOLLO.NS,2019-09-30,8444777342.0329275
3556,APLE,2019-12-31,4924218500.0
3557,APLLTD.NS,2019-09-30,102253712950.39111
3558,APLP,2018-03-31,2192218990.0
3559,APLS,2019-12-31,2047888166.0
3560,APLT,2019-12-31,549683150.24
3561,APM,2019-12-31,461405498.0
3562,APM.DE,2019-12-31,37610116.92
3563,APO,2019-12-31,12484329660.856369
3564,APO-PA,2019-12-31,1899216000.0
3565,APO-PB,2019-12-31,1899216000.0
3566,APOG,2019-11-30,1251886732.8639998
3567,APOLLO.NS,2019-09-30,1803032147.1439471
3568,APOLLOHOSP.NS,2019-09-30,223396448117.0
3569,APOLLOTYRE.NS,2019-09-30,146573986230.15515
3570,APOLSINHOT.NS,2019-09-30,1972998527.436056
3571,APOP,2019-12-31,466718911.4
3572,APP.L,2019-09-30,-7679000.0
3573,APPF,2019-12-31,3781075450.0
3574,APPN,2019-12-31,2412393104.58
3575,APPS,2019-12-31,578581880.0
3576,APQ.L,2019-12-31,-1505234.0
3577,APR.PA,2019-12-31,-177157000.0
3578,APRCP,2019-12-31,7627000000.0
3579,APRDP,2019-12-31,7627000000.0
3580,APRE,2019-12-31,802305986.6
3581,APRI,2018-09-30,-5283000.0
3582,APRN,2019-12-31,96846726.34
3583,APS.TO,2019-12-31,568987000.0
3584,APT,2019-12-31,37852893.81
3585,APT.AX,2019-12-31,7425584213.306999
3586,APTD.L,2019-12-31,-32965000.0
3587,APTECHT.NS,2019-09-30,6086905320.627273
3588,APTK.ME,2019-12-31,25806000000.0
3589,APTO,2019-12-31,352365090.0
3590,APTS,2019-12-31,3153970880.0
3591,APTV,2019-12-31,28198790955.309998
3592,APTX,2019-12-31,16377640.0
3593,APU,2019-06-30,5821749690.0
3594,APV.AX,2019-09-31-01,-949970.739375
3595,APVO,2019-12-31,37401716.129999995
3596,APW.AX,2019-12-31,64143512.2
3597,APWC,2019-12-31,-23245855.400000006
3598,APX.AX,2019-12-31,-75274000.0
3599,APXT,2019-12-31,93362389.99999999
3600,APY,2019-12-31,3141129800.0
3601,APY.TO,2019-12-31,28991000.0
3602,APYX,2019-12-31,230313140.0
3603,APZ.AX,2019-12-31,165028960.0
3604,AQ,2019-06-30,466764813640.0
3605,AQA.TO,2019-12-31,53543750.68000001
3606,AQB,2019-12-31,60639819.18
3607,AQC.AX,2019-12-31,20591319.6
3608,AQD.AX,2019-12-31,4037302.0
3609,AQI.AX,2019-12-31,7120113.500000001
3610,AQMS,2019-12-31,46109865.265
3611,AQN,2019-12-31,11309852779.95
3612,AQN.TO,2019-12-31,7453465037.440001
3613,AQR.AX,2019-12-31,316478320.0
3614,AQS.AX,2019-12-31,28805955.0
3615,AQSG.L,2019-09-30,-1126850.0
3616,AQSP,2019-12-31,6396491.0
3617,AQST,2019-12-31,164868588.8
3618,AQUA,2019-12-31,2959716940.5499997
3619,AQUA.ME,2019-12-31,1849744000.0
3620,AQX.AX,2019-12-31,16893098.68
3621,AQX.L,2019-12-31,-11010861.0
3622,AQXP,2019-06-30,-72246000.0
3623,AQZ.AX,2019-12-31,376739851.0
3624,AR,2019-12-31,4582662700.0
3625,AR.TO,2019-12-31,511215416.1999999
3626,AR4.DE,2019-12-31,-256538000.0
3627,AR9.AX,2019-12-31,15285102.0
3628,ARA,2019-12-31,888600564.79
3629,ARA.AX,2019-12-31,83852803.6
3630,ARAO,2019-12-31,11493893.14
3631,ARAV,2019-12-31,105823020.0
3632,ARAY,2019-12-31,339881940.0
3633,ARB.AX,2019-12-31,1536672224.2
3634,ARB.L,2019-12-31,879622.0
3635,ARBB.L,2019-12-31,-325908000.0
3636,ARBN.SW,2019-12-31,88426000.0
3637,ARC,2019-12-31,138823300.0
3638,ARC.AX,2019-12-31,3308669.5000000005
3639,ARC.L,2019-12-31,-4400455.0
3640,ARCAD.AS,2019-12-31,163688000.0
3641,ARCB,2019-12-31,825144846.8000001
3642,ARCC,2019-12-31,7843499999.999999
3643,ARCE,2019-12-31,2428151400.0
3644,ARCH,2019-12-31,1240857749.806
3645,ARCHIDPLY.NS,2019-09-30,690648847.0
3646,ARCHIES.NS,2019-09-30,734449975.798611
3647,ARCI,2019-03-30,1355000.0
3648,ARCM.L,2019-09-30,14971000.0
3649,ARCO,2019-12-31,2170477333.3
3650,ARCOTECH.NS,2019-09-30,371338772.0
3651,ARCT,2019-12-31,101311350.0
3652,ARCW,2019-03-31,63893965.64
3653,ARD,2019-12-31,9565712000.0
3654,ARD.AX,2019-12-31,9122525.739999998
3655,ARDC,2019-12-31,528628819.0
3656,ARDN.L,2019-10-31,313000.0
3657,ARDS,2019-12-31,18772805.35
3658,ARDX,2019-12-31,392908213.73
3659,ARE,2019-12-31,25036194728.350002
3660,ARE.AX,2019-12-31,6876323.100000001
3661,ARE.L,2019-12-31,26300000.0
3662,ARE.TO,2019-12-31,1042703642.48
3663,AREB,2019-12-31,17400327.0
3664,AREC,2019-12-31,50637121.11
3665,AREIT.PA,2019-12-31,-46900000.0
3666,ARENTERP.NS,2019-09-30,30116000.0
3667,ARES,2019-12-31,11877397658.54346
3668,ARES-PA,2019-12-31,7652896000.0
3669,AREX,2019-09-30,17164904.200000003
3670,ARF.AX,2019-12-31,1046457200.0
3671,ARG.AX,2019-12-31,5142104220.0
3672,ARG.L,2019-12-31,-768000.0
3673,ARG.PA,2019-12-31,591549000.0
3674,ARG.TO,2019-12-31,151378917.08999997
3675,ARGC,2020-01-31,3297183.0
3676,ARGO,2019-12-31,2696125000.0
3677,ARGO.L,2019-12-31,18514000.0
3678,ARGQ,2019-12-31,2393952.5225
3679,ARGS,2018-03-31,2187237.3000000007
3680,ARGX,2019-03-31,4845240000.0
3681,ARGX.BR,2019-12-31,6057927438.0
3682,ARI,2019-12-31,3627551236.997074
3683,ARIES.NS,2019-09-30,943262409.662142
3684,ARIHANT.NS,2019-09-30,1728500000.0
3685,ARIHANTSUP.NS,2019-09-30,3972432433.702174
3686,ARII,2018-09-30,1330785379.084
3687,ARIX.L,2019-12-31,-54638000.0
3688,ARK.L,2019-12-31,-39631.0
3689,ARKR,2019-12-28,96513000.0
3690,ARL,2019-12-31,700160911.88
3691,ARL.AX,2019-12-31,46382949.6
3692,ARL.DE,2019-12-31,316680935.25
3693,ARL.SW,2019-12-31,2927725502.5144396
3694,ARLO,2019-12-31,82459050.0
3695,ARLP,2019-12-31,2124832443.02
3696,ARM.AX,2019-12-31,424996.2000000002
3697,ARMANFIN.NS,2019-09-30,10260999837.222012
3698,ARMK,2019-12-27,17879906201.758003
3699,ARMP,2019-12-31,25099611.25
3700,ARN.AX,2019-12-31,4133211.45
3701,ARNA,2019-12-31,2032858460.0
3702,ARNC,2019-12-31,3530952418.88
3703,ARO.AX,2019-12-31,4691800.74
3704,ARO.L,2019-12-31,20049000.0
3705,AROC,2019-12-31,3349141040.0
3706,AROGRANITE.NS,2019-09-30,837680000.0
3707,ARON.SW,2019-12-31,159196410.0
3708,AROW,2019-12-31,692932436.57266
3709,ARPO,2019-12-31,-13197624.0
3710,ARQL,2019-09-30,-26805886.58
3711,ARR,2019-12-31,870862138.884
3712,ARR-PC,2019-12-31,-181395000.0
3713,ARR.L,2019-12-31,-16602000.0
3714,ARRD.DE,2019-12-31,21695216000.0
3715,ARROWGREEN.NS,2019-09-30,580322007.383109
3716,ARRS,2018-12-31,7106966810.0
3717,ARRT,2019-12-31,1842391.2000000002
3718,ARRY,2019-12-31,5879389180.0
3719,ARS.AX,2019-12-31,9664852.719999999
3720,ARS.L,2019-12-31,-418000.0
3721,ARSA.ME,2019-12-31,655291301.2
3722,ARSHIYA.NS,2019-09-30,17519217862.8
3723,ARSSINFRA.NS,2019-09-30,-84128764.30000001
3724,ART.DE,2019-12-31,22724992.6
3725,ARTE.PA,2019-12-31,109690000.0
3726,ARTH,2019-12-31,42928699.8336
3727,ARTL,2019-11-30,4820900.238000001
3728,ARTL.L,2019-09-30,-28748000.0
3729,ARTLW,2019-11-30,-2020018.5999999999
3730,ARTNA,2019-12-31,498707360.703
3731,ARTO.PA,2019-12-31,-654093000.0
3732,ARTW,2019-11-30,12951863.04
3733,ARTX,2019-09-30,81691905.3
3734,ARU.AX,2019-12-31,75538321.0
3735,ARV.AX,2019-12-31,20679353.54
3736,ARVIND.NS,2019-09-30,22464517479.294624
3737,ARVINDFASN.NS,2019-09-30,35388109093.290405
3738,ARVN,2019-12-31,1527027250.5600002
3739,ARVSMART.NS,2019-09-30,4333224992.880556
3740,ARW,2019-12-31,9587342620.0
3741,ARW.L,2019-12-31,47958489193.600006
3742,ARWR,2019-12-31,5697391461.97
3743,ARX.TO,2019-12-31,3611012000.0
3744,ARYA,2019-12-31,426759424.0
3745,ARYAU,2019-12-31,-874326.0
3746,ARYN.SW,2020-01-31,-513846000.0
3747,AS1.AX,2019-12-31,31707169.35
3748,ASA,2019-11-30,230754073.0
3749,ASAHIINDIA.NS,2019-09-30,53930517458.35
3750,ASAHISONG.NS,2019-09-30,1892178766.295157
3751,ASAI.L,2019-12-31,-82473845.0
3752,ASAL.NS,2019-09-30,849708505.602667
3753,ASB,2019-12-31,6639260916.9939995
3754,ASB.AX,2019-12-31,1271164989.3999999
3755,ASC,2019-12-31,455095276.55
3756,ASC.BR,2019-12-31,519215372.0
3757,ASC.L,2019-08-31,0.0
3758,ASC.OL,2019-12-31,1587828530.0
3759,ASCI.L,2019-12-31,-780000.0
3760,ASCK,2019-12-31,1668486.5362000002
3761,ASCL.L,2019-12-31,170900000.0
3762,ASCMA,2019-06-30,-16072909.2
3763,ASCN.SW,2019-12-31,-18200000.0
3764,ASDN,2019-12-31,82434388.004488
3765,ASEI.L,2019-09-30,-389000.0
3766,ASFI,2019-12-31,125276012.45
3767,ASFT,2019-12-31,5591047.9
3768,ASG.AX,2019-12-31,945214000.0
3769,ASG.DE,2019-12-31,340331000000.0
3770,ASG.SW,2019-12-31,40323513798.0
3771,ASGN,2019-12-31,4684316000.0
3772,ASH,2019-12-31,6134739201.502525
3773,ASH.AX,2020-01-05,59586360.0
3774,ASHAPURMIN.NS,2019-09-30,4507599590.95012
3775,ASHIANA.NS,2019-12-31,12561614098.0
3776,ASHIMASYN.NS,2019-09-30,1608750000.0
3777,ASHM.L,2019-12-31,-159500000.0
3778,ASHOKA.NS,2019-09-30,86679428172.25937
3779,ASHOKLEY.NS,2019-09-30,340590691057.1
3780,ASIANHOTNR.NS,2019-09-30,12051078463.309687
3781,ASIANPAINT.NS,2019-09-30,1706367700859.6975
3782,ASIANTILES.NS,2019-09-30,7920269791.861349
3783,ASIT.BR,2019-12-31,-3352000.0
3784,ASIT.L,2019-12-31,-1257000.0
3785,ASIX,2019-12-31,847096865.246829
3786,ASL.DE,2019-12-31,239135945.261856
3787,ASL.L,2019-12-31,-187000.0
3788,ASLI.L,2019-12-31,-24579000.0
3789,ASLN,2019-12-31,-1559603091.9199982
3790,ASM,2019-12-31,37992169.14
3791,ASM.AS,2019-12-31,4406571650.0
3792,ASM.TO,2019-12-31,58297790.5
3793,ASMB,2019-12-31,670999807.76
3794,ASME.DE,2019-12-31,112088300000.0
3795,ASML,2019-12-31,123900394840.2
3796,ASML.AS,2019-12-31,111542170000.0
3797,ASN.AX,2019-12-31,15186924.0
3798,ASNA,2020-02-01,914490000.0
3799,ASNAQ,2020-02-01,936100000.0
3800,ASNB,2019-12-31,3547660.0000000005
3801,ASND,2019-12-31,6077683643.440001
3802,ASND.TO,2019-12-31,24416204.48
3803,ASNS,2018-12-31,-23500000.0
3804,ASP.AX,2019-09-30,-727000.0
3805,ASP.PA,2019-12-31,-19257000.0
3806,ASP.TO,2019-12-31,94981751.84
3807,ASPINWALL.NS,2019-09-30,1145041939.827374
3808,ASPN,2019-12-31,187074404.48
3809,ASPS,2019-12-31,506070440.0
3810,ASPU,2020-01-31,157584309.38
3811,ASQ.AX,2019-12-31,4238564.239999999
3812,ASR,2019-12-31,68978044552.2
3813,ASR.TO,2019-12-31,2043944384.5
3814,ASRNL.AS,2019-12-31,35526000000.0
3815,ASRT,2019-12-31,330236000.0
3816,ASRV,2019-12-31,150015200.0
3817,ASRVP,2019-12-31,485878400.0
3818,ASSB.ME,2019-12-31,99125896.13700002
3819,AST.AX,2019-09-30,13462005000.0
3820,AST.L,2019-12-31,-77000.0
3821,ASTC,2019-12-31,11811600.0
3822,ASTE,2019-12-31,899474000.0
3823,ASTEC.NS,2019-09-30,8014281332.381108
3824,ASTERDM.NS,2019-09-30,80011801560.0
3825,ASTI,2019-12-31,6092592019.426
3826,ASTO.L,2019-09-30,-17101000.0
3827,ASTRAL.NS,2019-09-30,172377647950.28714
3828,ASTRAMICRO.NS,2019-09-30,6814862652.066883
3829,ASTRAZEN.NS,2019-09-30,55617896143.25
3830,ASTRON.NS,2019-09-30,5184357382.93421
3831,ASUR,2019-12-31,126533860.0
3832,ASV,2019-06-30,79328800.0
3833,ASW.AX,2019-12-31,27848765.0
3834,ASWN.SW,2019-12-31,-4120100.0
3835,ASX,2019-12-31,166638732668.52
3836,ASX.AX,2019-12-31,14952837100.23264
3837,ASY.L,2019-12-31,-24390000.0
3838,ASY.PA,2019-12-31,51300000.0
3839,ASYS,2019-12-31,55027400.0
3840,AT,2019-12-31,810769000.0
3841,AT.TO,2019-12-31,65199775.370000005
3842,AT1.DE,2019-12-31,18325441540.304
3843,ATA.PA,2019-09-30,-2500000.0
3844,ATA.TO,2019-12-31,2179686157.12
3845,ATAC,2018-06-30,65565463.7
3846,ATAI,2019-06-30,18412483.8415
3847,ATAX,2019-12-31,425499025.3
3848,ATC.AS,2019-12-31,37297325000.0
3849,ATC.AX,2019-06-30,55475907.89
3850,ATCO,2019-12-31,6093327892.200001
3851,ATCX,2019-12-31,169336317.0
3852,ATD-B.TO,2020-01-31,53987321000.0
3853,ATDS,2019-12-31,10994161.525
3854,ATE.PA,2019-12-31,-199466000.0
3855,ATE.TO,2019-12-31,1248590959.0
3856,ATEB.BR,2019-12-31,-37586000.0
3857,ATEC,2019-12-31,440910900.0
3858,ATEME.PA,2019-12-31,-4925000.0
3859,ATEN,2019-12-31,484257890.0
3860,ATEX,2019-12-31,588351276.9300001
3861,ATFL.NS,2019-09-30,11991333104.154877
3862,ATGE,2019-12-31,2232356300.0
3863,ATH,2019-12-31,5565419000.0
3864,ATH.AX,2019-12-31,-12178695.0
3865,ATH.TO,2019-12-31,618396480.69
3866,ATHE,2018-12-31,0.0
3867,ATHM,2019-12-31,7524321886.625769
3868,ATHN,2018-09-30,5078760000.0
3869,ATHX,2019-12-31,158586830.0
3870,ATI,2019-12-31,3509194000.0
3871,ATI.PA,2019-12-31,72231000.0
3872,ATIF,2020-01-31,66626260.2
3873,ATIS,2018-06-30,13355553.6
3874,ATKR,2019-12-27,2642867020.0
3875,ATL.AX,2019-12-31,271315927.7
3876,ATLANTA.NS,2019-09-30,9224924232.1
3877,ATLASCYCLE.NS,2019-09-30,530558904.29361403
3878,ATLC,2019-12-31,771805360.0
3879,ATLO,2019-12-31,118034029.135362
3880,ATLS,2018-09-30,94118908.0
3881,ATM.L,2019-08-31,-130635.0
3882,ATMA.L,2019-12-31,-129130000.0
3883,ATMS,2019-12-31,368979.972
3884,ATNI,2019-12-31,811378984.0
3885,ATNM,2019-12-31,28840618.08
3886,ATNX,2019-12-31,1125045693.6499999
3887,ATO,2019-12-31,17682763301.113
3888,ATO.PA,2019-12-31,245000000.0
3889,ATOM,2019-12-31,36275480.0
3890,ATOS,2019-12-31,1754508.8800000008
3891,ATP.AX,2019-12-31,1905070.5300000003
3892,ATP.TO,2019-12-31,809786000.0
3893,ATQT.L,2019-12-31,-3950000.0
3894,ATR,2019-12-31,8334332891.505
3895,ATR.AX,2019-12-31,29175688.2
3896,ATR.L,2019-12-31,-4202000.0
3897,ATRA,2019-12-31,875376139.9999999
3898,ATRC,2019-12-31,1274925900.0
3899,ATRI,2019-12-31,1348984500.0
3900,ATRO,2019-12-31,1021878686.9
3901,ATRS,2019-12-31,752744000.0
3902,ATRS.AS,2019-12-31,-126851000.0
3903,ATRX,2019-12-31,5932171.8
3904,ATS.AX,2019-12-31,16053382.8147
3905,ATS.L,2019-10-31,-892000.0
3906,ATSG,2019-12-31,2820657340.0
3907,ATT.L,2019-12-31,-15438099.0
3908,ATTO,2019-12-31,603376253.792
3909,ATTU,2018-12-31,0.0
3910,ATU,2019-05-31,1830237238.68
3911,ATU.AX,2019-12-31,-10122165.0
3912,ATUL.NS,2019-09-30,123579970503.04643
3913,ATULAUTO.NS,2019-09-30,5074639940.0
3914,ATUS,2019-12-31,41058062860.0
3915,ATV,2019-12-31,33873438.4
3916,ATVI,2019-12-31,42515558464.0
3917,ATXG,2019-12-31,103853633.39999999
3918,ATXI,2019-12-31,149411688.0
3919,ATY.L,2019-12-31,-90902.0
3920,ATYM.L,2019-12-31,26361303000.0
3921,AU,2019-12-31,-452675000000.0
3922,AU2.DE,2019-12-31,816318.1
3923,AU8.AX,2019-12-31,36895380.5
3924,AUB,2019-12-31,4070319632.410993
3925,AUB.AX,2019-12-31,804086587.1
3926,AUB.PA,2019-12-31,-16658000.0
3927,AUBANK.NS,2019-09-30,177917149463.0
3928,AUBN,2019-12-31,122506738.0
3929,AUC.AX,2019-12-31,9065241.29
3930,AUCT.L,2019-12-31,-859296.0
3931,AUD.DE,2020-01-31,39489801540.0
3932,AUDC,2019-12-31,694776899.423
3933,AUG,2019-12-31,143900636.95795
3934,AUG.L,2019-12-31,6535000.0
3935,AUG.TO,2019-12-31,195039920.9472
3936,AUGM.L,2019-09-30,-35485000.0
3937,AUGR.PA,2019-12-31,1026555.0
3938,AUH.AX,2019-12-31,8013779.24
3939,AUI.AX,2019-12-31,1075361558.5
3940,AUK.L,2019-09-30,-873000.0
3941,AUL.AX,2019-12-31,9514262.2
3942,AUMN,2019-12-31,28653662.38
3943,AUMN.TO,2019-12-31,52721225.6
3944,AUO,2019-06-30,4113040000.0
3945,AUP.TO,2019-12-31,2268718440.0
3946,AUPH,2019-12-31,1678164360.0000002
3947,AUQ.AX,2019-12-31,3230693.8499999996
3948,AUR.AX,2019-12-31,4695896.62
3949,AURA.L,2019-12-31,329417.0
3950,AURE.PA,2019-12-31,7105000.0
3951,AURIONPRO.NS,2019-09-30,3090100328.1875
3952,AUROPHARMA.NS,2019-09-30,326057452409.0
3953,AURS.PA,2019-12-31,-3664000.0
3954,AUS.DE,2019-12-31,1236837000.0
3955,AUSOMENT.NS,2019-09-30,8790099.0
3956,AUT.AX,2019-12-31,7933819.999999999
3957,AUTG.L,2019-09-30,-3132000.0
3958,AUTL,2019-12-31,447505554.79999995
3959,AUTN.SW,2019-12-31,267000000.0
3960,AUTO,2019-12-31,35244580.0
3961,AUTO.L,2019-09-30,294600000.0
3962,AUTOAXLES.NS,2019-09-30,14550151057.33656
3963,AUTOIND.NS,2019-09-30,1692279281.435694
3964,AUTOLITIND.NS,2019-09-30,467930930.3
3965,AUY,2019-12-31,4587110350.0
3966,AUZ.AX,2019-12-31,47328610.199999996
3967,AV1.AX,2019-12-31,28949211.375
3968,AVA,2019-12-31,5353760737.64
3969,AVA.AX,2019-12-31,34899461.3
3970,AVADHSUGAR.NS,2019-09-30,11911189070.75
3971,AVAL,2019-09-30,-26669369113445.66
3972,AVAN.ME,2019-12-31,29943672000.0
3973,AVANTIFEED.NS,2019-09-30,56854475082.13364
3974,AVAP.L,2019-12-31,897978000.0
3975,AVAV,2020-01-25,1486674719.5000002
3976,AVB,2019-12-31,36564693141.91402
3977,AVC.AX,2019-12-31,7027657.6
3978,AVCN.TO,2019-12-31,67753833.1
3979,AVCO,2019-12-31,150479373.22
3980,AVCT,2019-12-31,93335342.43800001
3981,AVCT.L,2019-12-31,2407722225.0
3982,AVD,2019-12-31,712422330.712
3983,AVDL,2019-12-31,394772750.0
3984,AVE.AX,2019-12-31,-3210540.0
3985,AVEO,2019-12-31,85658400.0
3986,AVES.DE,2019-12-31,924991625.4
3987,AVG.AX,2019-12-31,279382750.0
3988,AVG.L,2019-11-30,-285000.0
3989,AVGO,2020-02-02,164187604620.0
3990,AVGOP,2020-02-02,493785000000.0
3991,AVGR,2019-12-31,9827559.999999998
3992,AVGR.L,2019-06-30,70299669.4
3993,AVH,2019-11-14,10597286330.3
3994,AVH.AX,2019-12-31,-17921212.887157008
3995,AVHI,2018-06-30,840405600.0
3996,AVID,2019-12-31,529957800.0
3997,AVJ.AX,2019-12-31,426145123.0
3998,AVL.AX,2019-12-31,15645993.3
3999,AVL.TO,2019-11-30,14058244.0
4000,AVLNF,2019-11-30,10766100.728
4001,AVLR,2019-12-31,5184067750.0
4002,AVN.AX,2019-12-31,2262705000.0
4003,AVNI,2019-12-31,999455.56
4004,AVNS,2019-12-31,1650290000.0000002
4005,AVNT,2019-12-31,3193751076.8999996
4006,AVNW,2019-12-27,47562240.0
4007,AVO.L,2019-12-31,11129217.0
4008,AVOI,2019-12-31,4068920.8465
4009,AVON.L,2019-09-30,-48400000.0
4010,AVP,2019-12-31,3438428000.0
4011,AVP.TO,2019-12-31,44619080.0
4012,AVQ.AX,2019-03-31,26626000.16
4013,AVR.AX,2019-12-31,-1831649.0
4014,AVRO,2019-12-31,449647360.9
4015,AVST.L,2019-12-31,754100000.0
4016,AVT,2019-12-28,5013678958.698
4017,AVT.PA,2019-09-30,-4270000.0
4018,AVTNPL.NS,2019-09-30,3505569250.8580003
4019,AVTR,2019-12-31,15311600000.0
4020,AVTR-PA,2019-12-31,4929800000.0
4021,AVTX.AS,2019-12-31,-45443000.0
4022,AVV.L,2019-09-30,-78600000.0
4023,AVW.AX,2019-12-31,1437078.26
4024,AVX,2019-12-31,3106201490.0
4025,AVXL,2019-12-31,114405421.15
4026,AVY,2019-12-28,12832967084.7
