,symbol,date,returnOnCapitalEmployed
3,NVD.DE,2019-01-27,0.3256708183565995
4,NVD.DE,2018-01-31,0.31681205392545597
5,NVD.DE,2018-01-28,0.31681205392545597
0,RWL.DE,2020-09-30,0.20830964997524706
1,RWL.DE,2019-09-30,0.2157463723001772
2,RWL.DE,2018-09-30,0.3306253260788552
3,RWL.DE,2017-09-30,0.20682230506987778
4,RWL.DE,2016-09-30,0.18400874095174916
5,RWL.DE,2015-09-30,0.222079968485326
0,HP3.DE,2019-12-31,0.06258209947618507
1,HP3.DE,2018-12-31,0.125811488207741
2,HP3.DE,2017-12-31,0.16742869992129822
3,HP3.DE,2016-12-31,0.09964193927620861
4,HP3.DE,2015-12-31,0.015460625418424665
5,HP3.DE,2014-12-31,0.06663716256314654
0,SPM.DE,2019-12-31,-2.0558659217877095
1,SPM.DE,2018-12-31,0.06919114576082416
2,SPM.DE,2017-12-31,-0.15689161898350723
3,SPM.DE,2016-12-31,-0.06661089616229217
4,SPM.DE,2015-12-31,0.10370223587304733
5,SPM.DE,2014-12-31,0.0490271021542738
0,GMM.DE,2019-12-31,0.07637583924872521
1,GMM.DE,2018-12-31,0.051079140955192386
2,GMM.DE,2017-12-31,0.08014383577362648
3,GMM.DE,2016-12-31,0.09381963824753153
4,GMM.DE,2015-12-31,0.05615146022408391
5,GMM.DE,2014-12-31,0.08988415640649051
0,68V.DE,2019-12-31,0.017368238957444354
0,AAD.DE,2019-12-31,0.37788459640326116
1,AAD.DE,2018-12-31,0.6293384727223547
2,AAD.DE,2017-12-31,0.5896137738483015
3,AAD.DE,2016-12-31,0.5593307251111027
4,AAD.DE,2015-12-31,0.5574601163849412
5,AAD.DE,2014-12-31,0.5362275148226309
0,LNSX.DE,2019-12-31,0.028972746704138838
1,LNSX.DE,2018-12-31,0.028535364624257584
2,LNSX.DE,2017-12-31,0.03655721608512586
3,LNSX.DE,2016-12-31,0.03713700998553333
4,LNSX.DE,2015-12-31,0.03156061338847937
0,TLG.DE,2019-12-31,0.1205238136859992
1,TLG.DE,2018-12-31,0.126392846914888
2,TLG.DE,2017-12-31,0.081610991686926
3,TLG.DE,2016-12-31,0.057504576097346806
4,TLG.DE,2015-12-31,0.0878523222264459
5,TLG.DE,2014-12-31,0.07258420755345496
0,UZU.DE,2019-12-31,0.11743909939191033
1,UZU.DE,2018-12-31,0.09041561527188852
2,UZU.DE,2017-12-31,0.1218181999461599
3,UZU.DE,2016-12-31,0.12651825467497774
4,UZU.DE,2015-12-31,0.10302977528395639
5,UZU.DE,2014-12-31,0.09164725417089889
0,PWO.DE,2019-12-31,0.047979426351341406
1,PWO.DE,2018-12-31,0.04613730991156692
2,PWO.DE,2017-12-31,0.05626908740212325
3,PWO.DE,2016-12-31,0.057572710084878714
4,PWO.DE,2015-12-31,0.05051406306276808
5,PWO.DE,2014-12-31,0.04275580447572087
0,WMT.DE,2020-01-31,0.12675089001606754
1,WMT.DE,2019-01-31,0.08080779590743065
2,WMT.DE,2018-01-31,0.12002285696145269
3,WMT.DE,2017-01-31,0.15540156334109193
4,WMT.DE,2016-01-31,0.16032661045331278
5,WMT.DE,2015-01-31,0.17913951774852999
0,BBY.DE,2020-02-29,-0.14366164167506731
1,BBY.DE,2019-03-02,-0.03485692677060675
2,BBY.DE,2019-02-28,-0.03485692677060675
3,BBY.DE,2018-03-03,0.1426959453929451
4,BBY.DE,2018-02-28,0.1426959453929451
5,BBY.DE,2017-02-28,0.22138751452157338
0,SRT.DE,2019-12-31,0.13889812811709415
1,SRT.DE,2018-12-31,0.13229318117951788
2,SRT.DE,2017-12-31,0.10429757170497445
3,SRT.DE,2016-12-31,0.14698509380196267
4,SRT.DE,2015-12-31,0.1478053372934894
5,SRT.DE,2014-12-31,0.09407598102672574
0,DT3.DE,2020-02-01,0.06854836193934402
1,DT3.DE,2020-01-31,0.06854836193934402
2,DT3.DE,2019-02-02,-0.11476919030292403
3,DT3.DE,2019-01-31,-0.11476919030292403
4,DT3.DE,2018-02-03,0.12646860179460728
5,DT3.DE,2018-01-31,0.12646860179460728
0,IBU.DE,2019-12-31,0.030256462597316024
1,IBU.DE,2018-12-31,0.047085451156793544
2,IBU.DE,2017-12-31,0.008689765037569151
0,M4N.DE,2019-12-31,0.09870249361574283
1,M4N.DE,2018-12-31,0.09947021426889568
2,M4N.DE,2017-12-31,0.07862853476780339
3,M4N.DE,2016-12-31,0.06407485691215237
4,M4N.DE,2015-12-31,0.04073148430356598
5,M4N.DE,2014-12-31,0.04719707185513389
0,HNL.DE,2020-09-30,0.04480177242800939
1,HNL.DE,2019-09-30,0.1399968469178622
2,HNL.DE,2018-09-30,0.3034480693207683
3,HNL.DE,2017-09-30,0.1793944217342546
4,HNL.DE,2016-09-30,0.15690104166666666
5,HNL.DE,2015-09-30,0.19315959117331055
0,STM.DE,2020-09-30,0.05294003302328387
1,STM.DE,2019-09-30,0.12378267223652048
2,STM.DE,2018-09-30,0.14893223749195014
3,STM.DE,2017-09-30,0.14456780725856486
4,STM.DE,2016-09-30,0.08396183529789274
0,CPA.DE,2019-12-31,0.3002000727537286
1,CPA.DE,2018-12-31,0.3927437641723356
2,CPA.DE,2017-12-31,0.3762408286577471
3,CPA.DE,2016-12-31,0.4239056475391245
4,CPA.DE,2015-12-31,0.327991452991453
5,CPA.DE,2014-12-31,0.3713865237044045
0,VRL.DE,2019-12-31,-0.15030702345945135
0,W8A.DE,2020-08-31,0.012361906029548782
1,W8A.DE,2019-08-31,0.10822635013985513
2,W8A.DE,2018-08-31,0.12861355662225282
3,W8A.DE,2017-08-31,0.10225022122961527
4,W8A.DE,2016-08-31,0.0923933542882802
5,W8A.DE,2015-08-31,0.10169459071325994
0,INR.DE,2019-12-31,0.09928861345087941
1,INR.DE,2018-12-31,0.20531088082901555
2,INR.DE,2017-12-31,0.14189766065228526
3,INR.DE,2016-12-31,0.1309530409713367
4,INR.DE,2015-12-31,0.10680187392516159
5,INR.DE,2014-12-31,0.05977907732293697
0,MBQ.DE,2019-09-30,0.04456713671068666
1,MBQ.DE,2018-09-30,0.022965153658222964
2,MBQ.DE,2017-09-30,-0.16004796358019674
3,MBQ.DE,2016-09-30,-0.030297457588156867
4,MBQ.DE,2015-09-30,0.12280326594090202
5,MBQ.DE,2014-09-30,0.03689954710817433
0,BEZ.DE,2019-12-31,0.10483483527202318
1,BEZ.DE,2018-12-31,0.11178825087275791
2,BEZ.DE,2017-12-31,0.08110200857943722
3,BEZ.DE,2016-12-31,0.10989365677980498
4,BEZ.DE,2015-12-31,0.03312058121277999
5,BEZ.DE,2014-12-31,0.0590294598868404
0,AMG.DE,2019-12-31,0.19495647721454173
1,AMG.DE,2018-12-31,0.18033932889963725
2,AMG.DE,2017-12-31,0.13529478106408774
3,AMG.DE,2016-12-31,0.1379512812020114
4,AMG.DE,2015-12-31,0.12681810233829818
5,AMG.DE,2014-12-31,0.0900791922710924
0,LO24.DE,2019-12-31,0.09392954062049239
1,LO24.DE,2018-12-31,0.0742426021606388
2,LO24.DE,2017-12-31,0.02679568291775214
3,LO24.DE,2016-12-31,-0.16283384222935107
4,LO24.DE,2015-12-31,-0.46423166873022426
5,LO24.DE,2014-12-31,-0.5018051819340223
0,CAP.DE,2019-12-31,0.01937315312103899
1,CAP.DE,2018-12-31,0.008227802759316985
2,CAP.DE,2017-12-31,0.0174433656542471
3,CAP.DE,2016-12-31,0.00499594849108668
4,CAP.DE,2015-12-31,0.01580948732265782
5,CAP.DE,2014-12-31,0.025935465212990456
0,HNR1.DE,2019-12-31,
1,HNR1.DE,2018-12-31,
2,HNR1.DE,2017-12-31,
3,HNR1.DE,2016-12-31,
4,HNR1.DE,2015-12-31,
5,HNR1.DE,2014-12-31,
0,RNY.DE,2019-12-31,0.04625268304316718
1,RNY.DE,2018-12-31,-0.023508281780083816
2,RNY.DE,2017-12-31,-0.03983664470222734
3,RNY.DE,2016-12-31,-0.07394374654721014
4,RNY.DE,2015-12-31,-0.3060940285204991
5,RNY.DE,2014-12-31,-0.0707902846094806
0,PEP.DE,2019-12-31,0.16031401714698895
1,PEP.DE,2019-12-28,0.16031401714698895
2,PEP.DE,2018-12-31,0.165537740947577
3,PEP.DE,2018-12-29,0.165537740947577
4,PEP.DE,2017-12-31,0.16191696738727193
5,PEP.DE,2017-12-30,0.16191696738727193
0,ETG.DE,2019-12-31,0.05684807844374506
1,ETG.DE,2018-12-31,0.06561057111307281
2,ETG.DE,2017-12-31,0.040099228412947614
3,ETG.DE,2016-12-31,0.01650730174182141
4,ETG.DE,2015-12-31,0.010052342128994956
5,ETG.DE,2014-12-31,0.017008572454348225
0,PGN.DE,2019-12-31,-0.6468791121357094
1,PGN.DE,2018-12-31,0.03818002547734028
2,PGN.DE,2017-12-31,0.012243821579264617
3,PGN.DE,2016-12-31,0.07245338061287361
4,PGN.DE,2015-12-31,0.0767349808200755
5,PGN.DE,2014-12-31,0.09283239497618016
0,1SI.DE,2019-12-31,-0.2941895634392664
1,1SI.DE,2018-12-31,-0.5176163524220342
2,1SI.DE,2017-12-31,-1.1261980093063788
0,5FB.DE,2019-12-31,-0.5121413279069922
1,5FB.DE,2018-12-31,-0.23128651885792376
2,5FB.DE,2017-12-31,-0.2209917402287758
3,5FB.DE,2016-12-31,-0.10327470438271406
0,SAX.DE,2019-12-31,0.06581721960290433
1,SAX.DE,2018-12-31,0.05884513664413753
2,SAX.DE,2017-12-31,0.08336931791635814
3,SAX.DE,2016-12-31,0.06615394454926289
4,SAX.DE,2015-12-31,0.06201005034236982
5,SAX.DE,2014-12-31,0.05363102949020803
0,AMD.DE,2019-12-31,0.10139002452984465
1,AMD.DE,2019-12-28,0.10139002452984465
2,AMD.DE,2018-12-31,0.12830482115085537
3,AMD.DE,2018-12-29,0.12830482115085537
4,AMD.DE,2017-12-31,0.03359298928919182
5,AMD.DE,2017-12-30,-0.00392349190779794
0,AWM.DE,2020-09-30,0.19142176330420968
1,AWM.DE,2019-09-30,0.21520064493013258
2,AWM.DE,2019-09-27,0.21520064493013258
3,AWM.DE,2018-09-30,0.3000765903766444
4,AWM.DE,2018-09-28,0.3000765903766444
5,AWM.DE,2017-09-30,0.3003081921781303
0,GSJ.DE,2019-12-31,0.1101657048795511
1,GSJ.DE,2018-12-31,0.034120598181170005
2,GSJ.DE,2017-12-31,0.053658798669794804
3,GSJ.DE,2016-12-31,-0.16989920085187135
4,GSJ.DE,2015-12-31,0.10986989603032611
0,CGN.DE,2019-12-31,
1,CGN.DE,2018-12-31,
2,CGN.DE,2017-12-31,
3,CGN.DE,2016-12-31,
4,CGN.DE,2015-12-31,
5,CGN.DE,2014-12-31,
0,DIS.DE,2019-12-31,0.025768782380286664
1,DIS.DE,2018-12-31,0.07057210543909541
2,DIS.DE,2017-12-31,0.06939056757860351
3,DIS.DE,2016-12-31,0.044613612830970144
4,DIS.DE,2015-12-31,0.06389037614068944
5,DIS.DE,2014-12-31,0.03523971018960999
0,UNVB.DE,2019-12-31,0.18912567308569864
1,UNVB.DE,2018-12-31,0.3120401169236972
2,UNVB.DE,2017-12-31,0.21971003557184435
3,UNVB.DE,2016-12-31,0.20820672929501297
4,UNVB.DE,2015-12-31,0.2236748350320642
5,UNVB.DE,2014-12-31,0.2693676237449357
0,CMC.DE,2019-12-31,
1,CMC.DE,2018-12-31,
2,CMC.DE,2017-12-31,
3,CMC.DE,2016-12-31,
4,CMC.DE,2015-12-31,
5,CMC.DE,2014-12-31,
0,ED4.DE,2019-12-31,0.024581354950781703
1,ED4.DE,2018-12-31,0.12192914569328873
2,ED4.DE,2017-12-31,0.11931140552062815
3,ED4.DE,2016-12-31,0.10310575031444512
0,VQT.DE,2019-12-31,-0.024761290322580645
1,VQT.DE,2018-12-31,-0.09020244793781541
2,VQT.DE,2017-12-31,-0.011885481427302648
3,VQT.DE,2016-12-31,-0.031219830991581977
0,PMAG.DE,2019-12-31,0.0976037240431048
1,PMAG.DE,2018-12-31,0.1139556190474258
2,PMAG.DE,2017-12-31,0.11822676517971224
3,PMAG.DE,2016-12-31,0.11374344743488152
4,PMAG.DE,2015-12-31,0.0978359573216288
5,PMAG.DE,2014-12-31,0.09192523727505507
0,VAO.DE,2018-12-31,-0.48895335057654854
1,VAO.DE,2017-12-31,-0.11780790449690066
0,DEZ.DE,2019-12-31,0.0855742935278031
1,DEZ.DE,2018-12-31,0.09634351695934568
2,DEZ.DE,2017-12-31,0.17162934730824203
3,DEZ.DE,2016-12-31,0.02631926993783891
4,DEZ.DE,2015-12-31,0.00115919629057187
5,DEZ.DE,2014-12-31,0.008036463955859422
0,ARRD.DE,2019-12-31,-0.02899986490746161
1,ARRD.DE,2018-12-31,0.07347257869427973
2,ARRD.DE,2017-12-31,0.07837275189005588
3,ARRD.DE,2016-12-31,0.04769670506952847
4,ARRD.DE,2015-12-31,-0.12789728764560837
5,ARRD.DE,2014-12-31,-0.006661883775750743
0,M12.DE,2019-12-31,0.16259263387405382
1,M12.DE,2018-12-31,0.12668835355457664
2,M12.DE,2017-12-31,0.15505477901312764
3,M12.DE,2016-12-31,0.18137108891745707
4,M12.DE,2015-12-31,0.22748015283237316
0,JNP.DE,2019-12-31,0.056815377443856424
1,JNP.DE,2018-12-31,0.07083023082650781
2,JNP.DE,2017-12-31,0.10027669351252533
3,JNP.DE,2016-12-31,0.10446178319824256
4,JNP.DE,2015-12-31,0.12500550071142535
5,JNP.DE,2014-12-31,-0.012551996974721471
0,2QU.DE,2019-12-31,0.1043407459544933
0,RDEB.DE,2019-12-31,0.23552665136444784
1,RDEB.DE,2018-12-31,0.19829375144108832
2,RDEB.DE,2017-12-31,0.22354002836147996
3,RDEB.DE,2016-12-31,0.18380334414774147
4,RDEB.DE,2015-12-31,0.18742857142857142
5,RDEB.DE,2014-12-31,0.17191215554623024
0,S92.DE,2019-12-31,-0.015935925040815844
1,S92.DE,2018-12-31,-0.24870216159414765
2,S92.DE,2017-12-31,0.048892928234093684
3,S92.DE,2016-12-31,0.06704427286508798
4,S92.DE,2015-12-31,0.03443204337984026
5,S92.DE,2014-12-31,-0.20084574181195877
0,UN9.DE,2019-12-31,
1,UN9.DE,2018-12-31,
2,UN9.DE,2017-12-31,
0,UNH.DE,2019-12-31,0.16039141177624947
1,UNH.DE,2018-12-31,0.16103098614309377
2,UNH.DE,2017-12-31,0.1582820700942491
3,UNH.DE,2016-12-31,0.16127409663122977
4,UNH.DE,2015-12-31,0.14939037745491712
5,UNH.DE,2014-12-31,0.17317383740741404
0,MOR.DE,2019-12-31,-0.24494141559674634
1,MOR.DE,2018-12-31,-0.12270985450551486
2,MOR.DE,2017-12-31,-0.18708529902473822
3,MOR.DE,2016-12-31,-0.1407566692780346
4,MOR.DE,2015-12-31,0.0553532158332162
5,MOR.DE,2014-12-31,-0.010942068156131917
0,MBC.DE,2019-06-30,
1,MBC.DE,2018-06-30,
2,MBC.DE,2017-06-30,
3,MBC.DE,2016-06-30,
0,INH.DE,2019-12-31,0.07123209193800749
1,INH.DE,2018-12-31,0.08891910412680891
2,INH.DE,2017-12-31,0.1046221597396897
3,INH.DE,2016-12-31,0.10720262476040199
4,INH.DE,2015-12-31,0.10012752414438811
5,INH.DE,2014-12-31,0.09781448417805431
0,ILM1.DE,2019-12-31,0.16181758476110053
1,ILM1.DE,2018-12-31,0.09877088891433397
2,ILM1.DE,2017-12-31,0.14572677772182968
3,ILM1.DE,2016-12-31,-0.061625254927409424
4,ILM1.DE,2015-12-31,-0.3422789957345607
5,ILM1.DE,2014-12-31,-0.4787869373600173
0,TGR.DE,2020-12-31,0.2441943978932248
1,TGR.DE,2019-12-31,0.3720867208672087
2,TGR.DE,2018-12-31,0.6500530222693531
3,TGR.DE,2017-12-31,0.5985785733087655
4,TGR.DE,2016-12-31,0.32075930883426623
5,TGR.DE,2015-12-31,0.3583316623220373
0,BSN.DE,2019-12-31,0.08405406197777712
1,BSN.DE,2018-12-31,0.06994621770139132
2,BSN.DE,2017-12-31,0.09735062173258115
3,BSN.DE,2016-12-31,0.07536032551075962
4,BSN.DE,2015-12-31,0.08188005104210974
5,BSN.DE,2014-12-31,0.08706561878609981
0,DWNI.DE,2019-12-31,0.07891648261820036
1,DWNI.DE,2018-12-31,0.10735084371028186
2,DWNI.DE,2017-12-31,0.12868746904408124
3,DWNI.DE,2016-12-31,0.15362561899351942
4,DWNI.DE,2015-12-31,0.13404700821493173
5,DWNI.DE,2014-12-31,0.0936920117123614
0,DBK.DE,2019-12-31,
1,DBK.DE,2018-12-31,
2,DBK.DE,2017-12-31,
3,DBK.DE,2016-12-31,
4,DBK.DE,2015-12-31,
5,DBK.DE,2014-12-31,
0,BTBB.DE,2017-12-31,-0.6812251093821768
1,BTBB.DE,2016-12-31,-0.29618864435149717
2,BTBB.DE,2015-12-31,-0.11088817870803493
3,BTBB.DE,2014-12-31,-0.014033171172089591
4,BTBB.DE,2013-12-31,0.06994032204737526
5,BTBB.DE,2012-12-31,-0.1000128470076726
0,ROI.DE,2019-12-31,0.08356437693102164
1,ROI.DE,2018-12-31,0.11963231945896143
2,ROI.DE,2017-12-31,0.0565025496497725
0,RNL.DE,2019-12-31,0.02935198469631755
1,RNL.DE,2018-12-31,0.08844157220044496
2,RNL.DE,2017-12-31,0.13961098398169336
3,RNL.DE,2016-12-31,0.11395291201982652
4,RNL.DE,2015-12-31,0.08536903643386574
5,RNL.DE,2014-12-31,0.058142386180966135
0,CAR.DE,2019-12-31,0.02602645903175805
1,CAR.DE,2018-12-31,0.020482325735051207
2,CAR.DE,2017-12-31,0.010307611463680828
3,CAR.DE,2016-12-31,0.06012631578947369
4,CAR.DE,2015-12-31,0.07537975239265958
5,CAR.DE,2014-12-31,0.08840605207600281
0,KMY.DE,2019-12-31,0.3168340506934481
1,KMY.DE,2018-12-31,0.22713605612628415
2,KMY.DE,2017-12-31,0.3218551597976972
3,KMY.DE,2016-12-31,0.3436500685244404
4,KMY.DE,2015-12-31,0.15718827269516072
5,KMY.DE,2014-12-31,0.24247311827956988
0,UWS.DE,2019-12-31,0.08557258425139233
1,UWS.DE,2018-12-31,0.12158428001228123
2,UWS.DE,2017-12-31,0.11800506274573168
3,UWS.DE,2016-12-31,0.10085801273180182
4,UWS.DE,2015-12-31,0.05918811770618125
5,UWS.DE,2014-12-31,0.09767389970435655
0,HAR.DE,2020-12-31,-0.001959234227136901
1,HAR.DE,2019-12-31,0.07603131576603445
2,HAR.DE,2018-12-31,0.09714527202922894
3,HAR.DE,2017-12-31,0.12676480247566146
4,HAR.DE,2016-12-31,0.1456969144004606
5,HAR.DE,2015-12-31,0.1588932594460053
0,PRU.DE,2019-12-31,
1,PRU.DE,2018-12-31,
2,PRU.DE,2017-12-31,
3,PRU.DE,2016-12-31,
4,PRU.DE,2015-12-31,
5,PRU.DE,2014-12-31,
0,RDO.DE,2019-12-31,0.15236761710794297
1,RDO.DE,2018-12-31,0.26453606273898717
2,RDO.DE,2017-12-31,0.2295291653564122
3,RDO.DE,2016-12-31,0.20462253565795951
4,RDO.DE,2015-12-31,0.16070916682807299
5,RDO.DE,2014-12-31,0.1370545672125571
0,MAK.DE,2019-12-31,-0.15612340677798636
1,MAK.DE,2018-12-31,-0.028011146873425402
2,MAK.DE,2017-12-31,0.011401787947809829
3,MAK.DE,2016-12-31,0.000998834692858332
4,MAK.DE,2015-12-31,0.03214245716205622
5,MAK.DE,2014-12-31,0.5236400996974828
0,AXA.DE,2019-12-31,
1,AXA.DE,2018-12-31,
2,AXA.DE,2017-12-31,
3,AXA.DE,2016-12-31,
4,AXA.DE,2015-12-31,
5,AXA.DE,2014-12-31,
0,SII.DE,2019-12-31,0.01240434441755413
1,SII.DE,2018-12-31,0.06877331182597045
2,SII.DE,2017-12-31,0.01001856759716249
3,SII.DE,2016-12-31,0.03159418361980626
4,SII.DE,2015-12-31,-0.02943834688431276
5,SII.DE,2014-12-31,0.042918504047852225
0,KSC.DE,2020-09-30,0.11141681876379089
1,KSC.DE,2019-09-30,0.20298240449285537
2,KSC.DE,2018-09-30,0.16409071367153913
3,KSC.DE,2017-09-30,0.3647503953015586
4,KSC.DE,2016-09-30,0.36637524996281545
5,KSC.DE,2015-09-30,0.3470435546054892
0,COZ.DE,2020-12-31,0.15661660315325412
1,COZ.DE,2019-12-31,0.19234551092958171
2,COZ.DE,2018-12-31,0.21292630937880633
3,COZ.DE,2017-12-31,0.21442416410919077
4,COZ.DE,2016-12-31,0.19900371496116176
5,COZ.DE,2015-12-31,0.20900914825584205
0,CNWK.DE,2019-12-31,-0.6190028222013171
1,CNWK.DE,2018-12-31,-0.21986533468292038
2,CNWK.DE,2017-12-31,-0.39412786881208073
3,CNWK.DE,2016-12-31,-1.0620006218810816
4,CNWK.DE,2015-12-31,-0.40807928024227214
5,CNWK.DE,2014-12-31,-0.45445058710297637
0,V6C.DE,2019-12-31,0.05637336438234642
1,V6C.DE,2018-12-31,0.173365640440897
2,V6C.DE,2017-12-31,0.23230541838825625
3,V6C.DE,2016-12-31,0.19173841362886976
4,V6C.DE,2015-12-31,0.1848550137376213
5,V6C.DE,2014-12-31,0.17143167735623438
0,FB2A.DE,2019-12-31,0.20969718482459032
1,FB2A.DE,2018-12-31,0.28079984941926767
2,FB2A.DE,2017-12-31,0.2549898469615175
3,FB2A.DE,2016-12-31,0.20162355442450794
4,FB2A.DE,2015-12-31,0.13044943346952528
5,FB2A.DE,2014-12-31,0.12667698658410734
0,RY4C.DE,2020-03-31,0.07255114189847386
1,RY4C.DE,2019-03-31,0.10357107744070963
2,RY4C.DE,2018-03-31,0.18005564929767903
3,RY4C.DE,2017-03-31,0.1637688100780806
4,RY4C.DE,2016-03-31,0.2193838548567934
5,RY4C.DE,2015-03-31,0.11113876507455257
0,O4B.DE,2019-12-31,0.14828765473724773
1,O4B.DE,2018-12-31,0.1400065423617926
2,O4B.DE,2017-12-31,0.18154821266316512
3,O4B.DE,2016-12-31,0.19348689079776615
4,O4B.DE,2015-12-31,0.16727958290661948
5,O4B.DE,2014-12-31,0.15063274868834645
0,AR4.DE,2019-12-31,-0.13030447009413704
1,AR4.DE,2018-12-31,0.008851713002336236
2,AR4.DE,2017-12-31,0.18660685008545663
3,AR4.DE,2016-12-31,-0.02620616015675909
4,AR4.DE,2015-12-31,0.13552067829836933
5,AR4.DE,2014-12-31,0.07325250014237007
0,PBB.DE,2019-12-31,
1,PBB.DE,2018-12-31,
2,PBB.DE,2017-12-31,
3,PBB.DE,2016-12-31,
4,PBB.DE,2015-12-31,
0,PBY.DE,2019-12-31,0.11556167485931944
1,PBY.DE,2018-12-31,0.1996597544498928
2,PBY.DE,2017-12-31,0.1341371625346187
0,AHC.DE,2019-12-31,0.011467413864674139
1,AHC.DE,2018-12-31,0.011440457618304731
2,AHC.DE,2017-12-31,-0.27944092469894083
3,AHC.DE,2016-12-31,-0.14615092908608268
4,AHC.DE,2015-12-31,-0.13488769917952292
5,AHC.DE,2014-12-31,0.07222699914015478
0,A4S.DE,2019-12-31,
1,A4S.DE,2018-12-31,
2,A4S.DE,2017-12-31,
3,A4S.DE,2016-12-31,
4,A4S.DE,2015-12-31,
5,A4S.DE,2014-12-31,
0,VWS.DE,2019-12-31,0.1823836276083467
1,VWS.DE,2018-12-31,0.20249221183800623
2,VWS.DE,2017-12-31,0.2747810050714615
3,VWS.DE,2016-12-31,0.29902416356877326
4,VWS.DE,2015-12-31,0.24457958751983078
5,VWS.DE,2014-12-31,0.19810606060606062
0,IDP.DE,2020-12-31,0.24177671758467573
1,IDP.DE,2019-12-31,0.3185400415726068
2,IDP.DE,2018-12-31,0.26824045067451135
3,IDP.DE,2017-12-31,0.2528445504920037
4,IDP.DE,2016-12-31,0.2535347357492715
5,IDP.DE,2015-12-31,0.28163713808035634
0,2EM.DE,2019-12-31,0.12110466104782493
1,2EM.DE,2018-12-31,-0.36283990969437613
2,2EM.DE,2017-12-31,-0.09254942767950051
3,2EM.DE,2016-12-31,0.0071174377224199285
0,CVA.DE,2019-12-31,0.10085961737331954
1,CVA.DE,2018-12-31,0.18445809106944536
2,CVA.DE,2017-12-31,0.0517351671197825
3,CVA.DE,2016-12-31,0.13504697286012526
4,CVA.DE,2015-12-31,0.20150598532629682
5,CVA.DE,2014-12-31,-4.354629545660651
0,SMHN.DE,2019-12-31,-0.09422378816997651
1,SMHN.DE,2018-12-31,0.07219857297529943
2,SMHN.DE,2017-12-31,0.10245617694605648
3,SMHN.DE,2016-12-31,0.07927500188409074
4,SMHN.DE,2015-12-31,0.03568503124810388
5,SMHN.DE,2014-12-31,0.06307740828775606
0,VG8.DE,2019-12-31,0.09179974800049143
1,VG8.DE,2015-12-31,
2,VG8.DE,2014-12-31,
3,VG8.DE,2013-12-31,
4,VG8.DE,2012-12-31,
5,VG8.DE,2011-12-31,
0,H5E.DE,2019-12-31,0.08559591356967683
1,H5E.DE,2018-12-31,0.08446874101523816
2,H5E.DE,2017-12-31,0.08300393541920675
3,H5E.DE,2016-12-31,0.10162819081253732
4,H5E.DE,2015-12-31,0.10911531670873885
5,H5E.DE,2014-12-31,0.09918379121345303
0,DIE.DE,2019-12-31,0.004858922145053383
1,DIE.DE,2018-12-31,0.04759066962352066
2,DIE.DE,2017-12-31,0.03770533935695226
3,DIE.DE,2016-12-31,0.04016519872314483
4,DIE.DE,2015-12-31,0.06308118800091694
5,DIE.DE,2014-12-31,0.03573604382418743
0,WSO1.DE,2019-12-31,0.09370579573139279
0,AIXA.DE,2019-12-31,0.08475556409107399
1,AIXA.DE,2018-12-31,0.09842676629553061
2,AIXA.DE,2017-12-31,0.014824401752612066
3,AIXA.DE,2016-12-31,-0.05603635021582272
4,AIXA.DE,2015-12-31,-0.06488313038609961
5,AIXA.DE,2014-12-31,-0.13702746256630632
0,FEV.DE,2020-06-30,0.12065604944503897
1,FEV.DE,2019-06-30,0.16154301428636425
2,FEV.DE,2018-06-30,0.17883834884292119
3,FEV.DE,2017-06-30,0.17131624976182766
4,FEV.DE,2016-06-30,0.16921272922366082
5,FEV.DE,2015-06-30,0.08298827050142024
0,ZAL.DE,2019-12-31,0.06507972153604312
1,ZAL.DE,2018-12-31,0.06518518518518518
2,ZAL.DE,2017-12-31,0.1087590787758396
3,ZAL.DE,2016-12-31,0.13394903131726962
4,ZAL.DE,2015-12-31,0.06647221369358305
5,ZAL.DE,2014-12-31,0.0497581202487906
0,XONA.DE,2019-12-31,0.06716497883512833
1,XONA.DE,2018-12-31,0.10708231565983298
2,XONA.DE,2017-12-31,0.06418946789495394
3,XONA.DE,2016-12-31,0.0281912861367785
4,XONA.DE,2015-12-31,0.07767821148446506
5,XONA.DE,2014-12-31,0.18124692831566383
0,HBM.DE,2020-02-29,0.0365186161388322
1,HBM.DE,2019-02-28,0.03225780242705371
2,HBM.DE,2018-02-28,0.05234715683825347
3,HBM.DE,2017-02-28,0.05237159240868507
4,HBM.DE,2016-02-29,0.05343145544003578
5,HBM.DE,2015-02-28,0.07137114830364576
0,LLY.DE,2019-12-31,0.19141140420705974
1,LLY.DE,2018-12-31,0.1185404259173087
2,LLY.DE,2017-12-31,0.07217581811194576
3,LLY.DE,2016-12-31,0.12128270661015914
4,LLY.DE,2015-12-31,0.10205089376831156
5,LLY.DE,2014-12-31,0.11552634314824013
0,PLUN.DE,2019-12-31,-0.13775945247609175
1,PLUN.DE,2018-12-31,-0.3579825870238896
2,PLUN.DE,2017-12-31,-0.8194004732766347
3,PLUN.DE,2016-12-31,-0.33197588716754517
4,PLUN.DE,2015-12-31,-0.33397301349325337
5,PLUN.DE,2014-12-31,-0.49292624704120075
0,MLB1.DE,2019-12-31,-0.035402068614243686
0,FAA.DE,2020-03-31,0.28430009996830274
1,FAA.DE,2019-03-31,0.28339991122947183
2,FAA.DE,2018-03-31,0.20010427917023574
