,symbol,date,returnOnCapitalEmployed
0,CORV,2019-12-31,-1.2030036428620523
1,CORV,2018-12-31,-0.3292789743998089
2,CORV,2017-12-31,-0.49993209289691704
3,CORV,2016-12-31,-0.3473830725030782
4,CORV,2015-12-31,-0.7889171851326521
5,CORV,2014-12-31,-0.5627863777089783
0,CRTX,2019-12-31,-0.3202341571554755
0,CLDB,2019-12-31,0.10870139509139169
1,CLDB,2018-12-31,0.14627602642958057
2,CLDB,2017-12-31,0.10132514786254398
3,CLDB,2016-12-31,0.09547154795065659
4,CLDB,2015-12-31,0.09050922556962435
5,CLDB,2014-12-31,0.07820414050846625
0,CVET,2019-12-31,-0.40639810426540285
0,CREX,2019-12-31,0.04803567636440858
1,CREX,2018-12-31,-0.4848618201020947
2,CREX,2017-12-31,-0.5226983770847357
3,CREX,2016-12-31,-0.624688899950224
4,CREX,2015-12-31,-0.4829884473784436
5,CREX,2014-12-31,-0.24922915436593845
0,CRSA,2019-12-31,0.015543069837684801
0,CRSAU,2019-12-31,0.015543069837684801
0,CRNX,2019-12-31,-0.4131697763792948
1,CRNX,2018-12-31,-0.1658511223928069
0,CFB,2020-12-31,
1,CFB,2019-12-31,
2,CFB,2017-12-31,
0,CRWD,2020-01-31,-0.15330167469099923
0,CMLS,2020-12-31,-45.62772793929862
1,CMLS,2019-12-31,0.05149928781516491
2,CMLS,2018-12-31,0.3427514723317417
0,CYCN,2020-12-31,-0.7904618698311422
1,CYCN,2019-12-31,-0.7311937894179957
0,DTSS,2020-06-30,-0.4399202217766423
1,DTSS,2019-06-30,-0.24719602566210636
2,DTSS,2018-06-30,-1.352426101552877
0,DDMX,2019-06-30,0.004027441827368327
0,DMTK,2019-12-31,-1.5765073264472735
1,DMTK,2019-03-31,0.08679506658612608
2,DMTK,2018-03-31,0.005831783418813137
0,DMAC,2019-12-31,-1.372721396250808
1,DMAC,2018-12-31,-0.33174910520448275
2,DMAC,2017-12-31,-5.331664580725907
3,DMAC,2016-12-31,-1.7656784218045234
4,DMAC,2015-12-31,1.837407240569952
5,DMAC,2014-12-31,0.0
0,DEACU,2019-12-31,0.008068616792750737
0,DPHC,2019-12-31,0.013810486133257934
0,DPHCU,2019-12-31,0.013810486133257934
0,DOCU,2020-01-31,-0.17003056366957825
1,DOCU,2019-01-31,-0.38959734474626606
0,DOMO,2020-01-31,-1.9927884231855386
1,DOMO,2019-01-31,-1.0008893248324342
0,DOYU,2019-12-31,0.005005819450412724
0,DBX,2020-12-31,-0.19255040788056027
1,DBX,2019-12-31,-0.03087152695321776
2,DBX,2018-12-31,-0.5604716320336213
0,DYAI,2019-12-31,-0.23136153325668737
1,DYAI,2018-12-31,-0.15777923571433333
2,DYAI,2017-12-31,-0.044072063331171196
3,DYAI,2016-12-31,-0.058427029083960434
4,DYAI,2015-12-31,-0.019853768244668082
5,DYAI,2014-12-31,-1.0185868901301762
0,EDSA,2020-09-30,-689.2410066246283
1,EDSA,2019-09-30,-0.528284117782475
2,EDSA,2018-09-30,-0.4463837173140869
3,EDSA,2017-09-30,-0.6797959956524195
4,EDSA,2016-09-30,-0.4075698220585083
5,EDSA,2015-09-30,-0.3505474325129705
0,EDNT,2019-12-31,-1.3367925876479603
1,EDNT,2018-12-31,-0.2518835410031119
0,EDTX,2019-12-31,0.010205906280846765
1,EDTX,2018-12-31,0.0016488228758177977
0,EIDX,2019-12-31,-0.1956409328300326
1,EIDX,2018-12-31,-0.26219555378147474
0,SOLO,2019-12-31,-1.1470352496318268
1,SOLO,2018-12-31,-0.3629845306039471
0,ECOR,2019-12-31,-1.71486823839102
1,ECOR,2018-12-31,-0.839408476117738
0,ELOX,2019-12-31,-1.079210861264319
1,ELOX,2018-12-31,-1.0967584069352847
2,ELOX,2017-12-31,-0.99311829970507
3,ELOX,2017-06-30,-2.2259539086599855
4,ELOX,2016-12-31,-1.347644061593897
5,ELOX,2016-06-30,-1.0102707915277034
0,EMMA,2018-12-31,-0.9469659195247097
1,EMMA,2018-09-30,-2.5916114790286975
2,EMMA,2017-12-31,-0.46603989009815233
3,EMMA,2017-09-30,-1.5624066098268437
4,EMMA,2016-12-31,2.698672666630872
5,EMMA,2016-09-30,26.94600725952813
0,ENLV,2019-12-31,-0.8103626943005181
1,ENLV,2018-12-31,-0.4283117932148627
2,ENLV,2017-12-31,-1.8712839974699558
3,ENLV,2016-12-31,-1.8169904586734107
4,ENLV,2015-12-31,-0.8521830907676925
5,ENLV,2014-12-31,-0.2289235182891048
0,ENOB,2020-06-30,-0.06458412001982652
1,ENOB,2019-06-30,-0.1007819471673333
2,ENOB,2018-06-30,-0.0518130105132369
0,ESGRO,2019-12-31,0.04805836205611247
1,ESGRO,2018-12-31,-0.017000546668227458
0,ENTX,2019-12-31,-0.8913384526463546
1,ENTX,2018-12-31,-0.8918895524971869
0,EVSI,2019-12-31,-0.6749163227259132
1,EVSI,2018-12-31,1.640169705731283
2,EVSI,2017-12-31,9.25210411329045
3,EVSI,2016-12-31,1.9417629586565404
4,EVSI,2015-12-31,1.3419242493383226
5,EVSI,2014-12-31,5.395860322340979
0,EPSN,2019-12-31,0.13835468172542556
1,EPSN,2018-12-31,0.09078738911382145
2,EPSN,2017-12-31,0.06673922100701712
3,EPSN,2016-12-31,-0.026379057811597332
4,EPSN,2015-12-31,-0.35891653719208183
5,EPSN,2014-12-31,0.08086561342808905
0,EQ,2019-12-31,-0.4955861855350782
1,EQ,2018-12-31,-0.20343199426247155
2,EQ,2017-12-31,-0.34361242180165347
0,ESTA,2019-12-31,-0.40208384697016797
1,ESTA,2018-12-31,-0.20856720532129516
0,ETON,2019-12-31,-1.2125223376795287
1,ETON,2018-12-31,-0.4843553967228073
0,EDRY,2019-12-31,0.0001548724931018513
1,EDRY,2018-12-31,0.009431411318618417
0,EVLO,2019-12-31,-1.0505685107850746
1,EVLO,2018-12-31,-0.378047161293749
0,EVER,2019-12-31,-0.13471002422774075
1,EVER,2018-12-31,-0.3107410828958338
0,EVOP,2020-12-31,0.007729458592679281
1,EVOP,2019-12-31,-0.017469689374106465
2,EVOP,2018-12-31,-0.09922009766455782
0,XCUR,2019-12-31,-0.312476240258506
1,XCUR,2018-12-31,-0.8390296859207128
0,EXPI,2019-12-31,-0.16627156936516968
1,EXPI,2018-12-31,-0.7065998616803217
2,EXPI,2017-12-31,-5.171422764160856
3,EXPI,2016-12-31,-10.289069443685976
4,EXPI,2015-12-31,-7.594701150705647
5,EXPI,2014-12-31,0.07854162536925925
0,EYPT,2019-12-31,-0.9241997689215798
1,EYPT,2018-12-31,-0.7885873494507045
2,EYPT,2018-06-30,-1.0632711420401144
3,EYPT,2017-06-30,-1.3808172107268246
4,EYPT,2016-06-30,-0.8181406921510971
5,EYPT,2015-06-30,0.22202694786174576
0,FLMN,2019-12-31,0.12094486439189026
1,FLMN,2018-12-31,0.351754645459111
2,FLMN,2017-12-31,0.20930567352403437
0,FITBP,2020-12-31,-1.5325994919559696
1,FITBP,2019-12-31,0.019018995236341606
2,FITBP,2012-12-31,
3,FITBP,2011-12-31,
4,FITBP,2010-12-31,
0,FTAC,2019-12-31,0.01678241300200815
1,FTAC,2018-12-31,0.0020830616509079293
0,FTACU,2019-12-31,0.01678241300200815
1,FTACU,2018-12-31,0.0020830674392760228
0,FTACW,2019-12-31,0.01678241300200815
0,FCBP,2019-12-31,
1,FCBP,2018-12-31,
2,FCBP,2017-12-31,0.14562822979140733
0,FXNC,2019-12-31,0.12892294574829746
1,FXNC,2018-12-31,0.15351343335228257
2,FXNC,2017-12-31,0.14056174963042786
3,FXNC,2016-12-31,0.12447257383966245
4,FXNC,2015-12-31,0.060038240917782024
5,FXNC,2014-12-31,0.16162056196906993
0,FSEA,2019-12-31,
0,MYFW,2019-12-31,0.07592484989347278
1,MYFW,2018-12-31,0.060128812735447804
0,FLNT,2019-12-31,-0.006316401501136423
1,FLNT,2018-12-31,0.012458446195518346
2,FLNT,2017-12-31,-0.18720005629441983
3,FLNT,2016-12-31,-0.15092807749377082
4,FLNT,2015-12-31,-0.2206641405853746
5,FLNT,2014-12-31,-0.47825505151880104
0,FLUX,2020-06-30,7.86827661909989
1,FLUX,2019-06-30,3.9535031847133757
2,FLUX,2018-06-30,0.9498159007227601
3,FLUX,2017-06-30,-4.199810606060606
4,FLUX,2016-06-30,6.946808510638298
5,FLUX,2015-06-30,1.1588291746641075
0,FOCS,2020-12-31,0.02381345709148506
1,FOCS,2019-12-31,-0.003910378770792551
2,FOCS,2018-12-31,-0.03112689248594041
0,FTSV,2019-12-31,-0.27313449585097166
1,FTSV,2018-12-31,-0.5250395439758856
0,FMCI,2019-12-31,0.015586453146088811
1,FMCI,2018-12-31,6.710611392596167
0,FMCIU,2019-12-31,0.015586438545756696
1,FMCIU,2018-12-31,0.006710591705936426
0,FRAF,2019-12-31,
1,FRAF,2018-12-31,
2,FRAF,2017-12-31,
3,FRAF,2016-12-31,0.008510904454695682
4,FRAF,2015-12-31,0.012060457939696744
5,FRAF,2014-12-31,
0,FTDR,2020-12-31,0.14870259481037923
1,FTDR,2019-12-31,0.23024830699774265
2,FTDR,2018-12-31,0.23850574712643677
0,FULC,2019-12-31,-0.8410767149208028
0,FVCB,2019-12-31,0.09830766585611475
1,FVCB,2018-12-31,0.07172367751432339
2,FVCB,2017-12-31,0.11855002998933369
3,FVCB,2016-12-31,0.10094063173327308
0,GMDA,2019-12-31,-0.599878006273963
1,GMDA,2018-12-31,-0.9042405788672403
0,GNFT,2019-12-31,-0.24688950998512374
0,GMAB,2019-12-31,0.20125299169365057
1,GMAB,2018-12-31,0.20105280225502487
2,GMAB,2017-12-31,0.16949495532138345
3,GMAB,2016-12-31,0.23415955759384888
4,GMAB,2015-12-31,0.2171713798104613
5,GMAB,2014-12-31,0.13450230762654403
0,GNPX,2019-12-31,-3.523932337702928
1,GNPX,2018-12-31,-1.3931033589738249
0,GBLIZ,2019-12-31,0.04697004515632361
1,GBLIZ,2018-12-31,-0.04564556079261255
2,GBLIZ,2017-12-31,-0.005892973054747185
3,GBLIZ,2016-12-31,0.028495548954321426
4,GBLIZ,2015-12-31,0.019650508275224732
0,GNOM,2011-12-31,-0.707110394370327
0,GSHD,2020-12-31,0.10708436822035691
1,GSHD,2019-12-31,0.251241588373143
2,GSHD,2018-12-31,-0.1398845173377561
0,GRSH,2019-12-31,1.540648840241166e-08
1,GRSH,2018-12-31,0.005455313416495754
0,GRSHU,2019-12-31,0.007443272381258027
1,GRSHU,2018-12-31,0.005455313416495754
0,GMHI,2019-12-31,0.01693819353813454
0,GMHIU,2019-12-31,0.01693818615956887
0,GOSS,2020-12-31,-0.4859589882244405
1,GOSS,2019-12-31,-0.4627041092585987
0,GNLN,2019-12-31,-0.22757995903576492
0,GRNQ,2019-12-31,-0.27393384423083833
1,GRNQ,2018-12-31,-1.309208339045116
0,GSKY,2019-12-31,0.14614864564776478
1,GSKY,2018-12-31,0.26200124413011955
0,GRIN,2019-12-31,-0.09901567289341276
1,GRIN,2018-12-31,-0.04924020554479858
0,GRTS,2019-12-31,-0.5727064873945503
1,GRTS,2018-12-31,-0.3713098308971052
0,GO,2019-12-28,0.00848903992205987
0,GH,2020-12-31,-0.11152250459416264
1,GH,2019-12-31,-0.07835796992810752
2,GH,2018-12-31,-0.1558397584275588
0,GHSI,2019-12-31,-0.8725971270244214
0,GXGX,2019-12-31,0.01091784568746741
0,GXGXU,2019-12-31,0.01091784210559913
0,HJLI,2019-12-31,-4.894701673034262
1,HJLI,2018-12-31,-6.404652131191495
0,HWC,2019-12-31,0.10611278071365444
1,HWC,2018-12-31,0.1155709361398262
2,HWC,2017-12-31,0.0966737732654393
3,HWC,2016-12-31,0.05922691923570237
4,HWC,2015-12-31,0.058355693878126266
5,HWC,2014-12-31,0.08507422263735114
0,HARP,2019-12-31,-0.3606440350182684
0,HROW,2019-12-31,-0.0026708831007884446
1,HROW,2018-12-31,0.38948069241011984
2,HROW,2017-12-31,-0.7121203770049055
3,HROW,2016-12-31,-1.1070234113712374
4,HROW,2015-12-31,-1.8155761105401393
5,HROW,2014-12-31,-1.1654174474047092
0,HHR,2019-12-31,0.2666208211106805
0,HCAT,2020-12-31,-0.2373086599251793
1,HCAT,2019-12-31,-0.2359065565449373
0,HLIO,2019-12-28,0.07966482527203061
1,HLIO,2018-12-29,0.059414754918745226
2,HLIO,2017-12-30,0.11486749310828866
3,HLIO,2016-12-31,0.08436286110016654
4,HLIO,2016-01-02,0.2141757084808882
5,HLIO,2014-12-27,0.31754511379883305
0,HSDT,2019-12-31,-1.4944232238349886
1,HSDT,2018-12-31,-2.904708747716663
2,HSDT,2017-12-31,3.7415220293724967
3,HSDT,2016-12-31,3.4959349593495936
4,HSDT,2016-03-31,-4.0254684224318655
5,HSDT,2015-03-31,-479.6718438224667
0,HCACU,2019-12-31,0.007412704788215432
0,HCACW,2019-12-31,0.007412704788215432
0,HEPA,2019-12-31,-0.4142712488656577
1,HEPA,2018-12-31,-1.8701425255598885
2,HEPA,2017-12-31,-1.0935946409659951
3,HEPA,2017-06-30,-1.088041439616967
4,HEPA,2016-06-30,-2.1186948043571334
5,HEPA,2015-06-30,-4.1720053944596875
0,HFFG,2019-12-31,0.011687465204263144
1,HFFG,2018-12-31,0.18090188897085838
2,HFFG,2017-12-31,0.25661175972493505
0,HCCH,2020-06-30,-0.003838504384587691
1,HCCH,2019-06-30,0.014644008289421638
2,HCCH,2018-06-30,-0.26071608673726676
0,HCCHU,2019-06-30,0.014643937812651312
1,HCCHU,2018-06-30,-0.26071608673726676
0,FIXX,2019-12-31,-0.3484857122735946
1,FIXX,2018-12-31,-0.24486328484428296
0,HOOK,2019-12-31,-0.33364601907124586
0,TWNKW,2020-12-31,0.02794798131952281
1,TWNKW,2019-12-31,0.03215255349625022
2,TWNKW,2018-12-31,0.03288948672467687
3,TWNKW,2017-12-31,0.0672570412313312
4,TWNKW,2015-12-31,0.0
0,HOTH,2019-12-31,-3.215613637350126
0,HHT,2019-06-30,-27.62827627258588
1,HHT,2018-06-30,-0.7627105192636722
2,HHT,2017-06-30,-1.1173328447543727
3,HHT,2016-06-30,-0.6655253545932289
4,HHT,2015-06-30,-0.07717176571698162
5,HHT,2014-06-30,-0.34134615384615385
0,HYRE,2019-12-31,-1.8312818616213375
1,HYRE,2018-12-31,-2.1003642864748837
0,IIIV,2020-09-30,-0.01035018964377686
1,IIIV,2019-09-30,0.001229037116284105
2,IIIV,2018-09-30,-0.03109616677874916
0,IDEX,2019-12-31,-1.0689890387593024
1,IDEX,2018-12-31,-0.44265408054538063
2,IDEX,2017-12-31,-0.3247728735300079
3,IDEX,2016-12-31,-0.8496477816413549
4,IDEX,2015-12-31,-0.8683580304320319
5,IDEX,2014-12-31,-0.7573068723906665
0,IDYA,2019-12-31,-0.39576281573811295
0,IHRT,2020-12-31,-0.2473548809998448
1,IHRT,2019-12-31,0.9322729138112062
0,IMAC,2019-12-31,-0.4843488655101341
0,IMBI,2020-02-01,-0.6600410436822046
1,IMBI,2019-02-02,-0.16494814571464836
2,IMBI,2018-02-03,-0.021216034747521477
3,IMBI,2017-01-28,-0.047342356033111044
4,IMBI,2016-01-30,-0.07625809201587767
5,IMBI,2015-01-31,-0.004058665504973499
0,IMUX,2020-12-31,-0.27603095369487785
1,IMUX,2019-12-31,-0.5932612129137442
2,IMUX,2018-12-31,-3.3265158806544757
3,IMUX,2017-12-31,-1.039418797277608
4,IMUX,2016-12-31,-0.6997745362620845
5,IMUX,2015-12-31,-0.6311479387571882
0,IMV,2019-12-31,-1.7072181670721818
1,IMV,2018-12-31,-1.4497686715135492
2,IMV,2017-12-31,-0.8475949923746755
3,IMV,2016-12-31,-0.6689664103071028
4,IMV,2015-12-31,-2.316854209671125
5,IMV,2014-12-31,-0.6003446085219768
0,IEA,2019-12-31,0.013613115838461629
1,IEA,2018-12-31,-0.03166766788633426
2,IEA,2017-12-31,0.00232648739216158
3,IEA,2016-12-31,-7.471619319227607e-05
4,IEA,2015-12-31,
0,INMD,2019-12-31,0.33374934773603887
0,INMB,2019-12-31,-0.32302615631119336
0,INSU,2019-12-31,0.011949218419642648
0,INSUU,2019-12-31,0.011949217716778083
0,IMXI,2019-12-31,0.19452608120342643
1,IMXI,2018-12-31,-0.03406865696233816
2,IMXI,2017-12-31,-0.06720453435985677
0,IPLDP,2020-12-31,34545.78687625663
1,IPLDP,2019-12-31,0.04342987451012522
2,IPLDP,2018-12-31,0.041358593517584655
3,IPLDP,2017-12-31,0.04425690268133037
4,IPLDP,2016-12-31,0.036309143615191865
5,IPLDP,2015-12-31,0.041424581758097684
0,ICMB,2020-06-30,-0.09466603956499621
1,ICMB,2019-06-30,-0.04886770821365409
2,ICMB,2018-06-30,0.05753781296524797
3,ICMB,2017-06-30,0.08689046882257156
4,ICMB,2016-06-30,-0.03549913120908192
5,ICMB,2015-06-30,0.05162484067196999
0,IQ,2019-12-31,-0.4153185554926963
1,IQ,2018-12-31,-0.36005559229516315
0,IGIB,2015-02-28,
1,IGIB,2014-02-28,
2,IGIB,2013-02-28,
3,IGIB,2012-02-29,
0,IGSB,2015-02-28,
1,IGSB,2014-02-28,
2,IGSB,2013-02-28,
3,IGSB,2012-02-29,
0,ITRM,2019-12-31,9.139830885625278
1,ITRM,2018-12-31,-0.8941297342735721
0,ISEE,2019-12-31,-0.5031441174713958
1,ISEE,2018-12-31,0.500358989665938
2,ISEE,2017-12-31,0.6715672744892389
3,ISEE,2016-12-31,-0.8293369617306771
4,ISEE,2015-12-31,-0.3130324572117768
5,ISEE,2014-12-31,-0.16779405649278326
0,JRSH,2020-03-31,0.13498921165759042
1,JRSH,2019-03-31,0.1233397727399417
0,JFIN,2019-12-31,
0,KXIN,2019-12-31,-21.247530679437293
1,KXIN,2018-12-31,0.010787641331248533
2,KXIN,2017-12-31,0.0016293019065755146
0,KLDO,2019-12-31,-1.2002252220940093
0,KRTX,2020-12-31,-0.20104644747807918
1,KRTX,2019-12-31,-0.11269118559423277
0,KZR,2019-12-31,-0.42015327505687944
1,KZR,2018-12-31,-0.2080650231263191
2,KZR,2016-12-31,-0.8344936415111853
0,KNSA,2020-12-31,-0.491877034676876
1,KNSA,2019-12-31,-0.723030912555579
2,KNSA,2018-12-31,-0.3702109079456428
0,KLXE,2020-01-31,-0.18779090583601862
1,KLXE,2019-01-31,0.025527569775357386
0,KOD,2019-12-31,-0.13643761432213278
1,KOD,2018-12-31,-0.4743770245985142
0,KRUS,2020-08-31,-0.1549390162176652
1,KRUS,2019-08-31,0.02237261263377325
0,LEGH,2019-12-31,0.1622447526188349
1,LEGH,2018-12-31,0.14276530027532808
0,LEVL,2019-12-31,0.0693173058820604
1,LEVL,2018-12-31,0.06531693116724575
0,LFAC,2019-12-31,0.01515191611361823
1,LFAC,2018-12-31,0.005662829972144654
0,LFACU,2019-12-31,0.01515191658259218
1,LFACU,2018-12-31,0.005662810967423443
0,LMST,2020-12-31,-0.002503461788485295
1,LMST,2019-12-31,0.07393613445378151
2,LMST,2018-12-31,0.08793065631168916
3,LMST,2017-12-31,0.06187513571179064
4,LMST,2016-12-31,-0.04802840919079514
5,LMST,2015-12-31,-0.056302241225226486
0,YVR,2019-11-30,-0.812579675752424
1,YVR,2018-11-30,-0.6973287736328942
2,YVR,2018-02-28,-0.7807534261392013
3,YVR,2017-02-28,-0.6115352024971229
4,YVR,2016-02-29,-0.1479540373758821
5,YVR,2015-02-28,0.03369357008957904
0,LQDA,2019-12-31,-0.9156343292837256
1,LQDA,2018-12-31,-1.2906639154323356
0,LVGO,2019-12-31,-0.10919708648392283
0,LOGC,2019-12-31,-0.7698331957694301
1,LOGC,2018-12-31,-0.21857276410096604
0,LOAC,2020-02-29,-0.006882705977497482
1,LOAC,2019-02-28,-0.000347373858498342
0,LOACU,2020-02-29,-0.006882705977497482
1,LOACU,2019-02-28,-0.000347373858498342
0,LKCO,2019-12-31,-0.3671916504383006
1,LKCO,2018-12-31,-0.18712502275220452
0,LYFT,2019-12-31,-0.8024291840353973
0,MGTA,2019-12-31,-0.5208244289309968
1,MGTA,2018-12-31,-0.39154083897232017
0,MNSB,2019-12-31,0.11396281587734376
1,MNSB,2018-12-31,0.08309203973351512
2,MNSB,2013-12-31,
3,MNSB,2012-12-31,
4,MNSB,2011-12-31,
5,MNSB,2010-12-31,
0,MRKR,2019-12-31,-0.4829765361093637
1,MRKR,2018-12-31,-2.493361474540475
2,MRKR,2017-12-31,-3.0021311452554817
3,MRKR,2016-12-31,-0.3970161629224393
4,MRKR,2015-12-31,1.594841864995134
5,MRKR,2014-12-31,30.169997928951307
0,MDJH,2019-12-31,0.04581817932362334
1,MDJH,2018-12-31,-0.06572830199747749
0,MGTX,2019-12-31,-0.19930056163848342
1,MGTX,2018-12-31,-1.0238870844106955
0,MBINP,2019-12-31,
0,MESA,2020-09-30,0.03220866373441151
1,MESA,2019-09-30,0.05294964654776437
2,MESA,2018-09-30,0.012963889641910325
0,MSVB,2019-12-31,
1,MSVB,2018-12-31,
2,MSVB,2017-12-31,
3,MSVB,2016-12-31,
4,MSVB,2015-12-31,0.0
0,MIST,2019-12-31,-0.4803172865570238
0,MLND,2019-12-31,-0.7136589271417134
1,MLND,2018-12-31,-0.3659856983180037
2,MLND,2017-12-31,-0.7826100324370859
3,MLND,2016-12-31,-0.7505350577130627
4,MLND,2015-12-31,-0.5742639554055115
5,MLND,2014-12-31,-0.8938950864652153
0,MIRM,2019-12-31,-0.39309766829297493
0,MTC,2019-12-31,-0.4151795117050641
1,MTC,2018-12-31,5.287151265516504
2,MTC,2017-12-31,-2.833189495746517
3,MTC,2016-12-31,-0.5823688985185577
0,MRNA,2020-12-31,-252.55347628956065
1,MRNA,2019-12-31,-0.35588294877920107
2,MRNA,2018-12-31,-0.22100720615679686
0,MOGO,2019-12-31,-0.0774076828466005
1,MOGO,2018-12-31,-0.1796497067293181
2,MOGO,2017-12-31,-0.15506739497779698
0,MWK,2019-12-31,-2.771959618831965
0,MNCL,2019-12-31,0.009008289763022547
0,MNCLU,2019-12-31,0.009008289763022547
0,MORF,2019-12-31,-0.1999952849093524
0,MOR,2019-12-31,-0.24494141559674634
1,MOR,2018-12-31,-0.12270985450551486
0,COOP,2020-12-31,0.03986013986013986
1,COOP,2019-12-31,-0.00023653709690136404
2,COOP,2018-12-31,0.004906400966183575
3,COOP,2017-12-31,0.04333129640635856
4,COOP,2016-12-31,0.28204938171475397
5,COOP,2015-12-31,-0.1158498428055923
0,NRC,2019-12-31,0.5586515924445057
1,NRC,2018-12-31,0.5697191536858001
2,NRC,2017-12-31,0.3608508936277709
3,NRC,2016-12-31,0.3518796992481203
4,NRC,2015-12-31,0.3221552373775433
5,NRC,2014-12-31,0.27653961253740744
0,NTUS,2020-12-31,-0.048532691656292204
1,NTUS,2019-12-31,-0.04431255810850813
2,NTUS,2018-12-31,-0.06391991979298348
3,NTUS,2017-12-31,0.008336273960717535
4,NTUS,2016-12-31,0.09647829532694514
5,NTUS,2015-12-31,0.13024493772180085
0,NMCI,2019-12-31,0.019302914593538268
1,NMCI,2018-12-31,0.034685901410104795
0,NLTX,2019-12-31,-0.4880657857745291
1,NLTX,2018-12-31,-0.43272458248277185
2,NLTX,2017-12-31,-0.5049963269701025
3,NLTX,2016-12-31,-0.25543106840350405
4,NLTX,2015-12-31,-0.20137999649934132
5,NLTX,2014-12-31,-0.6633759657295314
0,NTGN,2019-12-31,-2.218156541081607
1,NTGN,2018-12-31,-0.7587329138641787
0,NEPH,2019-12-31,-0.36995978697967613
1,NEPH,2018-12-31,-0.4324392712550607
2,NEPH,2017-12-31,-0.8348329048843187
3,NEPH,2016-12-31,-1.7005047672462144
4,NEPH,2015-12-31,-1.0255728993689803
5,NEPH,2014-12-31,-3.4736098020735158
0,NFIN,2019-12-31,0.004966874353347032
0,NBSE,2020-09-30,-0.5555109614909233
1,NBSE,2019-09-30,-2.687926496781856
2,NBSE,2018-09-30,-1.214270060581865
3,NBSE,2017-09-30,-1.0354873773454318
4,NBSE,2016-09-30,-1.0321694616468027
5,NBSE,2015-09-30,-0.35767430840841213
0,NUROW,2019-12-31,-1.0946082692082295
0,STIM,2019-12-31,-0.40074508451190066
1,STIM,2018-12-31,-0.23290451659047195
0,NFE,2019-12-31,-0.19957887565084856
0,NXTC,2019-12-31,-0.09889894056741497
0,NXGN,2020-03-31,0.007382587563139411
1,NXGN,2019-03-31,0.07237627359061738
2,NXGN,2018-03-31,-0.0010756552970776281
3,NXGN,2017-03-31,0.06852583396947119
4,NXGN,2016-03-31,0.01609248083925343
5,NXGN,2015-03-31,0.11676384982827882
0,BIMI,2019-12-31,-0.2665466482860377
1,BIMI,2018-12-31,-1.7024497014196998
2,BIMI,2017-12-31,-0.05772362721331707
3,BIMI,2016-12-31,-0.06806189584790658
4,BIMI,2015-12-31,-0.03323976071085566
5,BIMI,2014-12-31,-0.017630810860788087
0,NGM,2019-12-31,-0.12561457064443696
0,NIU,2019-12-31,0.2426193608882877
1,NIU,2018-12-31,-0.5933301723167683
2,NIU,2016-12-31,-4.983822130164361
0,LASR,2020-12-31,-0.08499221977786124
1,LASR,2019-12-31,-0.030075889939581473
2,LASR,2018-12-31,0.07741576654321695
0,OPI,2019-12-31,0.008000486375793512
1,OPI,2018-12-31,-0.004990216445196956
2,OPI,2017-12-31,-0.002646798545743096
3,OPI,2016-12-31,0.009854426371503624
4,OPI,2015-12-31,-0.10749124237980962
5,OPI,2014-12-31,0.01761233109164516
0,OCCI,2019-10-31,-0.11828310119106589
1,OCCI,2018-10-31,
0,ONCY,2019-12-31,-4.879033210769114
1,ONCY,2018-12-31,-1.368319940172661
2,ONCY,2017-12-31,-1.1977103396458775
3,ONCY,2016-12-31,-1.4154483508300575
4,ONCY,2015-12-31,-0.5560376044619046
5,ONCY,2014-12-31,-1.3468627292490958
0,ONCT,2019-12-31,-2.373672151635076
1,ONCT,2018-12-31,-1.4713339205698748
2,ONCT,2017-12-31,-0.7955620605838843
3,ONCT,2016-12-31,-0.8910562565984617
4,ONCT,2015-12-31,-10.060785368477676
5,ONCT,2014-12-31,-2.2067864942046027
0,OSPN,2020-12-31,-0.01140383929256183
1,OSPN,2019-12-31,0.04991029353501451
2,OSPN,2018-12-31,0.012668066702558928
3,OSPN,2017-12-31,0.030872770003204784
4,OSPN,2016-12-31,0.04405537773321507
5,OSPN,2015-12-31,0.19871784860931083
0,OSW,2019-12-31,-0.042662787085028644
1,OSW,2018-12-31,0.004257240118524272
2,OSW,2017-12-31,0.001283312634531786
3,OSW,2016-12-31,0.0825411639760398
0,OPBK,2019-12-31,
1,OPBK,2018-12-31,
2,OPBK,2017-12-31,
3,OPBK,2016-12-31,
4,OPBK,2015-12-31,
0,OPRA,2019-12-31,0.06812939219998927
1,OPRA,2018-12-31,0.05262346439597574
2,OPRA,2016-12-31,-0.03175881758902738
0,OPES,2019-12-31,0.01673184434347699
1,OPES,2018-12-31,0.01102598781531037
0,OPRX,2019-12-31,-0.07996150957752439
1,OPRX,2018-12-31,0.01086967118072922
2,OPRX,2017-12-31,-0.338239017551373
3,OPRX,2016-12-31,-0.1970260794075507
4,OPRX,2015-12-31,-0.06655188886861119
5,OPRX,2014-12-31,-0.2224239298025806
0,ORTX,2019-12-31,-0.4823818883307855
1,ORTX,2018-12-31,-0.7214659093409443
0,OGI,2020-08-31,-0.36111179521532044
1,OGI,2019-08-31,-0.015273188599832059
2,OGI,2016-08-31,0.016465276341786624
3,OGI,2014-08-31,-1.0881578947368422
4,OGI,2014-04-30,
5,OGI,2013-04-30,-1.9
0,ORGO,2019-12-31,-0.25065767788398746
1,ORGO,2018-12-31,-0.6655051906670778
2,ORGO,2017-12-31,-0.006779409235605779
3,ORGO,2016-12-31,-0.0006711462684499982
